YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,AGE,LAST_FLAG,PLACE,COUNTRY
2012,8907199,Agder Ocean Reefer KS,Reefer,,4179,1991,21,Liberia,"Alang, India",India
2012,8607464,Agder Ocean Reefer KS,Reefer,,,1987,25,Liberia,"Alang, India",India
2012,8612641,Agder Ocean Reefer KS,Reefer,,3790,1988,24,Liberia,"Alang, India",India
2012,8307131,Sea Production Management AS,Tanker,,14350,1985,27,Marshall Islands,"Alang, India",India
2012,8702848,Fjord Shipping AS,Reefer,,6794,1990,22,Norway,"Alang, India",India
2012,8201492,Salhus Shipping AS,Tanker,,3488,1984,28,Norway,"Alang, India",India
2012,7909786,Salhus Shipping AS,Tanker,,4124,1991,21,Panama,"Alang, India",India
2012,8420529,Odfjell SE,Tanker,,12199,1987,25,Singapore,"Alang, India",India
2012,8420517,Odfjell SE,Tanker,,11752,1987,25,Singapore,"Alang, India",India
2012,8709286,Odfjell SE,Tanker,,9440,1988,24,Singapore,"Alang, India",India
2012,8615837,Odfjell SE,Tanker,,9689,1987,25,Singapore,"Alang, India",India
2012,8420464,Odfjell SE,Tanker,,12199,1987,25,Singapore,"Alang, India",India
2012,8420488,Odfjell SE,Tanker,,12199,1987,25,Singapore,"Alang, India",India
2012,8420476,Odfjell SE,Tanker,,12200,1987,25,Singapore,"Alang, India",India
2012,8502822,Westfal-Larsen & Company A/S,Other,,7746,1986,26,Singapore,"Alang, India",India
2012,8125076,Farstad Shipping ASA,Offshore/Supply Vessel,,1901,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8110966,Farstad Shipping ASA,Offshore/Supply Vessel,,1901,1983,29,St Kitts-Nevis,"Alang, India",India
2012,7721081,I.M. Skaugen AS,Tanker,,4183,1979,33,Tuvalu,"Alang, India",India
2012,8014796,Fisher Marine International Company SA,Bulk Carrier,,7224,1981,31,Dominica,"Alang, India",India
2012,8507183,Sin Dalian Shipping Company S.A.,Other,,10098,1986,26,Liberia,"Alang, India",India
2012,8028149,Citrus Marine S.A.,Bulk Carrier,,12537,1983,29,Panama,"Alang, India",India
2012,8801357,NSCVO Incorporated,Container Ship,,,1991,21,Panama,"Alang, India",India
2012,7719222,Golden Bridge Shipping Incorporated,Other,,,1981,31,St Kitts-Nevis,"Alang, India",India
2012,8908533,Negros Navigation Company Incorporated,Container Ship,,17898,1990,22,Comoros,"Alang, India",India
2012,8908521,Negros Navigation Company Incorporated,Container Ship,,,1990,22,Comoros,"Alang, India",India
2012,8909147,Magsaysay Maritime Corporation,Other,,9088,1990,22,Philippines,"Alang, India",India
2012,8302260,Euroafrica Shipping Line Company Limited,Other,,6876,1990,22,Malta,"Alang, India",India
2012,7919846,Cosena S.r.l. Constantza,Bulk Carrier,,7796,1980,32,St Vincent & Grenadines,"Alang, India",India
2012,8402199,Silverhope Holding Limited,Reefer,,5996,1985,27,Belize,"Alang, India",India
2012,8416542,Murmansk Shipping Company Joint-Stock Company,Bulk Carrier,,7956,1984,28,Cyprus,"Alang, India",India
2012,8326321,Murmansk Shipping Company Joint-Stock Company,Bulk Carrier,,7953,1983,29,Cyprus,"Alang, India",India
2012,8319861,Murmansk Shipping Company Joint-Stock Company,Bulk Carrier,,7971,1983,29,Cyprus,"Alang, India",India
2012,8715285,Baltic Mercur Joint Stock Company,Ro-Ro/Vehicle Carrier,,,1987,25,Malta,"Alang, India",India
2012,8415550,Reftransflot Joint Stock Company,Reefer,,,1984,28,Panama,"Alang, India",India
2012,8120662,Azia Shipping Holdings Limited,Ro-Ro/Vehicle Carrier,,10816,1983,29,Russia,"Alang, India",India
2012,7828619,Joint Stock Company Murmanskiy Trawl Fleet,Other,,,1979,33,Russia,"Alang, India",India
2012,8123731,OOO Koma Shipping Service,Bulk Carrier,,7777,1984,28,St Vincent & Grenadines,"Alang, India",India
2012,8211461,Abbar & Zainy Group of Companies,Reefer,,,1984,28,Saudi Arabia,"Alang, India",India
2012,8122581,The Shipping Corporation of Saudi Arabia,Other,,,1983,29,Saudi Arabia,"Alang, India",India
2012,7901772,Equinox Offshore Accommodation Limited,Other,,10575,1982,30,Cyprus,"Alang, India",India
2012,8324309,Pacific International Lines (Private) Limited (PIL),Container Ship,,2625,1984,28,Indonesia,"Alang, India",India
2012,8701662,Thome Ship Management Private Limited,Tanker,,16283,1990,22,Norway,"Alang, India",India
2012,8221703,Glory Ship Management Private Limited,Tanker,,9621,1984,28,Panama,"Alang, India",India
2012,8018429,KS Maritime Private Limited,Bulk Carrier,,7800,1983,29,Panama,"Alang, India",India
2012,8217221,Raffles Shipping Corporation Private Limited,Tanker,,5536,1983,29,Sierra Leone,"Alang, India",India
2012,8412352,Glory Ship Management Private Limited,Tanker,,9346,1986,26,Singapore,"Alang, India",India
2012,8202288,Glory Ship Management Private Limited,Bulk Carrier,,,1982,30,Singapore,"Alang, India",India
2012,8715467,Sinyuan Shipping Private Limited,Other,,6635,1989,23,Singapore,"Alang, India",India
2012,9015486,Neptune Orient Lines Limited (NOL),Container Ship,,,1992,20,St Kitts-Nevis,"Alang, India",India
2012,8802909,Neptune Orient Lines Limited (NOL),Container Ship,,,1989,23,St Kitts-Nevis,"Alang, India",India
2012,8710704,Neptune Orient Lines Limited (NOL),Container Ship,,,1988,24,St Kitts-Nevis,"Alang, India",India
2012,8710716,Neptune Orient Lines Limited (NOL),Container Ship,,,1989,23,St Kitts-Nevis,"Alang, India",India
2012,7530638,Santos Tankers (S) Private Limited,Tanker,,1790,1976,36,Thailand,"Alang, India",India
2012,8000276,Raffles Shipping Corporation Private Limited,Tanker,,,1981,31,Tuvalu,"Alang, India",India
2012,8310657,Raffles Shipping Corporation Private Limited,Tanker,,10730,1985,27,Tuvalu,"Alang, India",India
2012,8308111,Raffles Shipping Corporation Private Limited,Tanker,,14809,1986,26,Tuvalu,"Alang, India",India
2012,9161962,Korea Shipmanagers Company Limited,Tanker,,,1997,15,Panama,"Alang, India",India
2012,8412766,SK Shipping Company Limited,Bulk Carrier,,8817,1985,27,Panama,"Alang, India",India
2012,8503761,Hyundai Merchant Marine Company Limited,Bulk Carrier,,,1986,26,Sierra Leone,"Alang, India",India
2012,8608092,STX Pan Ocean Company Limited,Bulk Carrier,,23138,1987,25,Sierra Leone,"Alang, India",India
2012,8814732,Chang Myung Shipping Company Limited,Bulk Carrier,,18447,1990,22,South Korea,"Alang, India",India
2012,8010958,Kingsway Shipping Company Limited,Bulk Carrier,,19050,1983,29,South Korea,"Alang, India",India
2012,8516653,Saehan Marine (Service) Company Limited,Tanker,,3042,1985,27,South Korea,"Alang, India",India
2012,8024260,TCT Maritime Company Limited,Bulk Carrier,,11820,1982,30,South Korea,"Alang, India",India
2012,8707513,STX Pan Ocean Company Limited,Bulk Carrier,,30064,1988,24,St Kitts-Nevis,"Alang, India",India
2012,7526596,Empresa Naviera Elcano S.A.,Bulk Carrier,,13404,1982,30,Brazil,"Alang, India",India
2012,7526560,Empresa Naviera Elcano S.A.,Bulk Carrier,,13200,1981,31,Brazil,"Alang, India",India
2012,7508348,Baltic Atlant Shipping Limited,Reefer,,2400,1978,34,Comoros,"Alang, India",India
2012,7621932,Sea Lion Marine Limited,Bulk Carrier,,,1979,33,Comoros,"Alang, India",India
2012,7301491,Stena Group,Passenger/Cruise Ship,,6962,1973,39,Comoros,"Alang, India",India
2012,7228302,Holy House Shipping AB,Reefer,,9220,1973,39,Cook Islands,"Alang, India",India
2012,7528570,Stena Group,Passenger/Cruise Ship,,9121,1977,35,Latvia,"Alang, India",India
2012,8608195,Mediterranean Shipping Company (MSC) SA,Container Ship,,12572,1988,24,Malta,"Alang, India",India
2012,9003483,Mediterranean Shipping Company (MSC) SA,Container Ship,,6417,1992,20,Panama,"Alang, India",India
2012,8413291,Mediterranean Shipping Company (MSC) SA,Container Ship,,12876,1985,27,Panama,"Alang, India",India
2012,9007506,Mediterranean Shipping Company (MSC) SA,Container Ship,,6260,1992,20,Panama,"Alang, India",India
2012,8512401,Mediterranean Shipping Company (MSC) SA,Container Ship,,15553,1986,26,Panama,"Alang, India",India
2012,8128925,Mediterranean Shipping Company (MSC) SA,Container Ship,,7845,1983,29,Panama,"Alang, India",India
2012,8511304,Mediterranean Shipping Company (MSC) SA,Container Ship,,15137,1986,26,Panama,"Alang, India",India
2012,8818180,Mediterranean Shipping Company (MSC) SA,Container Ship,,17009,1994,18,Panama,"Alang, India",India
2012,8618449,Mediterranean Shipping Company (MSC) SA,Container Ship,,15000,1989,23,Panama,"Alang, India",India
2012,8918069,Mediterranean Shipping Company (MSC) SA,Other,,7436,1991,21,Panama,"Alang, India",India
2012,7814826,Mediterranean Shipping Company (MSC) SA,Container Ship,,14778,1979,33,Panama,"Alang, India",India
2012,8520408,Mediterranean Shipping Company (MSC) SA,Other,,7900,1987,25,Panama,"Alang, India",India
2012,8201703,Mediterranean Shipping Company (MSC) SA,Container Ship,,10655,1985,27,Panama,"Alang, India",India
2012,8511299,Mediterranean Shipping Company (MSC) SA,Container Ship,,15137,1986,26,Panama,"Alang, India",India
2012,8618451,Mediterranean Shipping Company (MSC) SA,Container Ship,,15267,1989,23,Panama,"Alang, India",India
2012,9000209,Mediterranean Shipping Company (MSC) SA,Other,,7560,1990,22,Panama,"Alang, India",India
2012,8208672,Mediterranean Shipping Company (MSC) SA,Container Ship,,13845,1984,28,Panama,"Alang, India",India
2012,8013766,Mediterranean Shipping Company (MSC) SA,Container Ship,,13179,1982,30,Panama,"Alang, India",India
2012,8310530,Mediterranean Shipping Company (MSC) SA,Container Ship,,10482,1987,25,Panama,"Alang, India",India
2012,8212635,Mediterranean Shipping Company (MSC) SA,Container Ship,,21263,1984,28,Panama,"Alang, India",India
2012,8512243,Mediterranean Shipping Company (MSC) SA,Container Ship,,15806,1986,26,Panama,"Alang, India",India
2012,8220321,Muhieddine Shipping Company,Bulk Carrier,,7294,1983,29,Belize,"Alang, India",India
2012,7712016,Asra Shipping Company Limited,Other,,1802,1978,34,Panama,"Alang, India",India
2012,8109905,Reem Maritime Limited,Bulk Carrier,,5725,1982,30,St Vincent & Grenadines,"Alang, India",India
2012,7710642,Mohamed Mohiddin & Sons,Other,,4127,1979,33,Tanzania,"Alang, India",India
2012,7915175,Sea Rose Maritime LLC,Other,,,1981,31,Togo,"Alang, India",India
2012,8122062,Eddie Steamship Company Limited,Bulk Carrier,,8979,1982,30,Panama,"Alang, India",India
2012,8807727,Yang Ming Marine Transport Corporation,Container Ship,,,1991,21,St Kitts-Nevis,"Alang, India",India
2012,8311065,Thoresen Thai Agencies Public Company Limited,Bulk Carrier,,9482,1986,26,Thailand,"Alang, India",India
2012,7645134,International Shipping Group & Trading Limited,Bulk Carrier,,,1977,35,Belize,"Alang, India",India
2012,8322210,Topallar Deniz Nakliyat Ticaret ve Sanayi A.S.,Container Ship,,4350,1985,27,Georgia,"Alang, India",India
2012,8501139,M.Faruk Urkmez Demir ve Denizcilik Ticaret A.S.,Other,,5865,1985,27,Marshall Islands,"Alang, India",India
2012,7361518,Ceren Denizcilik Sanayi Limited Sirketi,Bulk Carrier,,,1974,38,Panama,"Alang, India",India
2012,8025525,Emir Denizcilik Insaat Sanayi ve Tic. A.S.,Bulk Carrier,,7913,1982,30,Panama,"Alang, India",India
2012,7632979,Gamma Shipping Transport,Bulk Carrier,,6200,1977,35,Panama,"Alang, India",India
2012,7507485,Karya Denizcilik ve Gemi Insaat Sanayi ve Ticaret AS,Bulk Carrier,,8122,1978,34,Panama,"Alang, India",India
2012,8014708,Batinak Group,Bulk Carrier,,6890,1981,31,Turkey,"Alang, India",India
2012,8208191,Bergen Shipping Limited,Bulk Carrier,,8832,1982,30,Turkey,"Alang, India",India
2012,8124802,Mardeniz Shipping Management Company Incorporated,Bulk Carrier,,7738,1984,28,Turkey,"Alang, India",India
2012,8127282,Emirates Trading Agency LLC,Bulk Carrier,,12478,1983,29,Bahamas,"Alang, India",India
2012,8509430,Thai Pacific Maritime Limited,Bulk Carrier,,6559,1985,27,Bahamas,"Alang, India",India
2012,8601795,Green Valley Shipping LLC,Other,,,1988,24,Comoros,"Alang, India",India
2012,7641073,Navegadora Panoceanica S.A.,Bulk Carrier,,7975,1977,35,Comoros,"Alang, India",India
2012,8300597,Thai Pacific Maritime Limited,Bulk Carrier,,6232,1984,28,Malta,"Alang, India",India
2012,7721407,Dubai Coast Shipping LLC,Other,,5199,1984,28,Panama,"Alang, India",India
2012,7920027,Gulf of Aden Shipping (LLC),Bulk Carrier,,6807,1981,31,Panama,"Alang, India",India
2012,7374632,Gulf of Aden Shipping (LLC),Bulk Carrier,,,1975,37,Panama,"Alang, India",India
2012,8503072,Gulf of Aden Shipping (LLC),Bulk Carrier,,8355,1986,26,Panama,"Alang, India",India
2012,7525566,Dubai Coast Shipping LLC,Bulk Carrier,,6316,1977,35,St Kitts-Nevis,"Alang, India",India
2012,8617029,Gulf Energy Maritime (GEM) PJSC,Tanker,,8892,1989,23,St Kitts-Nevis,"Alang, India",India
2012,7414781,Veesham Shipping Inc.,Tanker,,,1976,36,St Kitts-Nevis,"Alang, India",India
2012,8918095,Sea Management Ltd,Other,,7175,1992,20,Belize,"Alang, India",India
2012,8918100,Sea Management Ltd,Other,,7175,1992,20,Belize,"Alang, India",India
2012,9015709,Sea Management Ltd,Other,,7122,1994,18,Belize,"Alang, India",India
2012,7412915,F.G.M. Ship Management Company Limited,Other,,3500,1976,36,Cambodia,"Alang, India",India
2012,8001115,Union Maritime Limited,Tanker,,5591,1983,29,Comoros,"Alang, India",India
2012,8624553,INTRESCO Limited,Bulk Carrier,,13330,1987,25,Liberia,"Alang, India",India
2012,9002934,Norse Management (UK) Limited,Bulk Carrier,,14650,1992,20,Liberia,"Alang, India",India
2012,9011935,Norse Management (UK) Limited,Bulk Carrier,,14710,1993,19,Liberia,"Alang, India",India
2012,9039688,Optinordic Ltd,Tanker,,14164,1993,19,Liberia,"Alang, India",India
2012,8323197,Seven Seas Maritime Limited,Bulk Carrier,,7633,1984,28,Malta,"Alang, India",India
2012,8223555,Holbud Ship Management Limited,Bulk Carrier,,7750,1985,27,Panama,"Alang, India",India
2012,8307349,Holbud Ship Management Limited,Bulk Carrier,,7800,1984,28,Panama,"Alang, India",India
2012,8404707,CB Marine Limited,Other,,4921,1986,26,St Kitts-Nevis,"Alang, India",India
2012,7718541,Imperial Shipping Limited,Ro-Ro/Vehicle Carrier,,4124,1979,33,Sweden,"Alang, India",India
2012,9043031,DHT Holdings Incorporated,Tanker,,17000,1994,18,Tuvalu,"Alang, India",India
2012,7514414,Imperial Shipping Limited,Other,,6765,1977,35,UK,"Alang, India",India
2012,7624051,Imperial Shipping Limited,Ro-Ro/Vehicle Carrier,,10580,1978,34,UK,"Alang, India",India
2012,7519270,Imperial Shipping Limited,Other,,9700,1977,35,UK,"Alang, India",India
2012,7718539,Imperial Shipping Limited,Ro-Ro/Vehicle Carrier,,10907,1979,33,UK,"Alang, India",India
2012,9162605,Lomar Shipping Limited,Container Ship,,9890,1999,13,UK,"Alang, India",India
2012,8821618,Tech Project Limited,Bulk Carrier,,19000,1990,22,Dominica,"Alang, India",India
2012,8110332,Unimor Shipping Services Limited,Bulk Carrier,,10952,1983,29,Liberia,"Alang, India",India
2012,8202733,Unimor Shipping Services Limited,Bulk Carrier,,,1983,29,Liberia,"Alang, India",India
2012,8134962,Unimor Shipping Services Limited,Bulk Carrier,,14800,1982,30,Liberia,"Alang, India",India
2012,8101927,Commercial Fleet of Donbass LLC,Bulk Carrier,,7935,1982,30,Moldova,"Alang, India",India
2012,8026177,Fedcomshipping Limited,Bulk Carrier,,,1983,29,Panama,"Alang, India",India
2012,8001036,Fedcomshipping Limited,Bulk Carrier,,,1982,30,Panama,"Alang, India",India
2012,8025329,Fedcomshipping Limited,Bulk Carrier,,7848,1983,29,Panama,"Alang, India",India
2012,7701043,BM Shipping Limited,Bulk Carrier,,6442,1978,34,St Vincent & Grenadines,"Alang, India",India
2012,8101939,Commercial Fleet of Donbass LLC,Bulk Carrier,,,1982,30,Ukraine,"Alang, India",India
2012,8800767,Unknown,Tanker,,2601,1989,23,Mongolia,"Alang, India",India
2012,8130746,Unknown,Bulk Carrier,,8913,1983,29,St Kitts-Nevis,"Alang, India",India
2012,8110320,Independence Maritime Agency Incorporated,Bulk Carrier,,7897,1985,27,Bahamas,"Alang, India",India
2012,8117055,Marinakis Chartering Incorporated,Bulk Carrier,,7714,1984,28,Greece,"Alang, India",India
2012,9080405,Elliott Key Limited,Container Ship,,,1994,18,Liberia,"Alang, India",India
2012,8200591,Seaboard Corporation,Ro-Ro/Vehicle Carrier,,,1984,28,Panama,"Alang, India",India
2012,8316261,TBS International Plc,Bulk Carrier,,7341,1984,28,Philippines,"Alang, India",India
2012,8306838,TBS International Plc,Bulk Carrier,,9207,1985,27,Philippines,"Alang, India",India
2012,8308824,TBS International Plc,Bulk Carrier,,6408,1984,28,Philippines,"Alang, India",India
2012,8005599,TBS International Plc,Bulk Carrier,,8196,1982,30,Philippines,"Alang, India",India
2012,8320547,Government of The United States of America,Ro-Ro/Vehicle Carrier,,13281,1984,28,St Kitts-Nevis,"Alang, India",India
2012,8408399,Viet Hai Shipping and Real Properities Corporation,Bulk Carrier,,10785,1985,27,Comoros,"Alang, India",India
2012,8312083,Hoang Son Company Limited,Bulk Carrier,,6378,1984,28,Mongolia,"Alang, India",India
2012,8029820,Sunrise Shipping & Trading Joint Stock Company,Bulk Carrier,,5215,1981,31,Mongolia,"Alang, India",India
2012,7614769,Vietnam National Shipping Lines (VINALINES),Other,,,1980,32,Vietnam,"Alang, India",India
2012,8103822,Nolis S.p.A.,Bulk Carrier,,,1982,30,Algeria,"Aliaga, Turkey",Turkey
2012,8510934,Government of Bulgaria,Bulk Carrier,,9654,1986,26,Bulgaria,"Aliaga, Turkey",Turkey
2012,7425261,Trimpex Union Limited,Bulk Carrier,,3527,1980,32,Comoros,"Aliaga, Turkey",Turkey
2012,7425259,Trimpex Union Limited,Bulk Carrier,,,1978,34,Comoros,"Aliaga, Turkey",Turkey
2012,7523295,Vamos Maritime Ltd,Other,,,1976,36,Comoros,"Aliaga, Turkey",Turkey
2012,6703214,Algoma Central Corporation,Bulk Carrier,,,1967,45,Sierra Leone,"Aliaga, Turkey",Turkey
2012,6815237,Upper Lakes Group Incorporated,Bulk Carrier,,,1968,44,Sierra Leone,"Aliaga, Turkey",Turkey
2012,8906963,Siem Industries Incorporated,Reefer,,,1992,20,Liberia,"Aliaga, Turkey",Turkey
2012,7221433,Lance Shipping Company Limited,Passenger/Cruise Ship,,7852,1973,39,Sierra Leone,"Aliaga, Turkey",Turkey
2012,7021807,Fergun Denizcilik Limited Sirketi,Passenger/Cruise Ship,,,1970,42,Turkey,"Aliaga, Turkey",Turkey
2012,9057135,Rederiet Hansen & Lange I/S,Container Ship,,7200,1994,18,Antigua & Barbuda,"Aliaga, Turkey",Turkey
2012,7041405,Avedoere Shipping A/S,Other,,845,1970,42,Togo,"Aliaga, Turkey",Turkey
2012,7047368,Alexandria Navigation S.A.,Other,,,1971,41,Bolivia,"Aliaga, Turkey",Turkey
2012,7825643,El Kashawaay Brothers Shipping Company,Reefer,,,1979,33,Georgia,"Aliaga, Turkey",Turkey
2012,7602716,Egypt Trade Maritime Services,Other,,,1978,34,Panama,"Aliaga, Turkey",Turkey
2012,7383956,Kenmar Shipping Agencies,Other,,,1975,37,Tanzania,"Aliaga, Turkey",Turkey
2012,8008814,Nordic Shipping Group Limited,Ro-Ro/Vehicle Carrier,,,1982,30,Malta,"Aliaga, Turkey",Turkey
2012,7528647,Kristiina Lillbacka,Ro-Ro/Vehicle Carrier,,,1978,34,Finland,"Aliaga, Turkey",Turkey
2012,9064700,CMA CGM S.A.,Other,,,1994,18,Malta,"Aliaga, Turkey",Turkey
2012,8901638,CMA CGM S.A.,Container Ship,,,1990,22,Malta,"Aliaga, Turkey",Turkey
2012,8513778,Danz u.Tietjens Schiffahrts KG,Container Ship,,,1986,26,Antigua & Barbuda,"Aliaga, Turkey",Turkey
