VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DESTINATION,Unnamed: 13,Unnamed: 14
Winning Friend,9041215,Bulk Carrier,77090,1993,Panama,Winning International Group Private Limited ,Singapore,Winning Shipping (HK) Company Limited ,Fruitful Shipping S.A. ,Panama,2016-02-24 00:00:00,Chittagong,Bangladesh,2016-03-22 00:00:00
Sunny Voyager,9072032,Bulk Carrier,77132,1994,Panama,Winning International Group Private Limited ,Singapore,Winning Shipping (HK) Company Limited ,Gleeful Shipping S.A. ,Panama,2016-03-03 00:00:00,Chittagong,Bangladesh,2016-04-02 00:00:00
Sunny Star,8920517,Bulk Carrier,77096,1991,Panama,Winning International Group Private Limited  ,Singapore,Winning Shipping (HK) Company Limited  ,Sunny Star Shipping S.A.  ,Panama,2016-02-18 00:00:00,Gadani,Pakistan,2016-03-17 00:00:00
Sunny Ocean,8906676,Bulk Carrier,77096,1990,Panama,Winning International Group Private Limited  ,Singapore,Winning Shipping (HK) Company Limited  ,Faithful Marine S.A.  ,Panama,2016-03-31 00:00:00,Gadani,Pakistan,2016-05-05 00:00:00
Maple,9144756,Fully Cellular Containership,63900,1997,Singapore,Neptune Orient Lines Limited (NOL) ,Singapore,APL Limited ,NOL Liner Private Limited ,Singapore,2016-10-20 00:00:00,Alang,India,2016-10-30 00:00:00
Pear,9139737,Fully Cellular Containership,65475,1998,Singapore,Neptune Orient Lines Limited (NOL) ,Singapore,APL Limited ,NOL Liner Private Limited ,Singapore,2016-11-30 00:00:00,Alang,India,2016-12-04 00:00:00
Kota Akbar,9013294,Bulk Carrier With Container Capacity,17738,1993,Singapore,Pacific International Lines (Private) Limited (PIL)  ,Singapore,Pacific International Lines (Private) Limited (PIL)  ,Pacific International Lines (Private) Limited (PIL)  ,Singapore,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-05-03 00:00:00
Sofia,8204573,Bulk Carrier,11315,1983,Sri Lanka,Ocean Ship Management Private Limited ,Singapore,Ocean Ship Management Private Limited ,Capital City Marine Services ,Panama,2016-03-15 00:00:00,Chittagong,Bangladesh,2016-03-26 00:00:00
Radiant,9055474,Fully Cellular Containership,53103,1994,St. Kitts-Nevis,First Ship Lease Trust ,Singapore,FSL Trust Management Private Limited ,FSL-7 Incorporated ,Marshall Islands,2016-01-18 00:00:00,Chittagong,Bangladesh,2016-02-27 00:00:00
Apuokas,7042409,Fish Factory,2548,1971,Comoros,JSC Baltlanta ,Spain,JSC Baltlanta ,Baltlantos Zuvis Cooperative Society ,Lithuania,2016-04-02 00:00:00,Vinaroz,Spain,2016-04-13 00:00:00
Mahanuwara,7412018,Anchor Handling Tug/Supply,1356,1975,Sri Lanka,Sri Lanka Shipping Company Limited ,Sri Lanka,Sri Lanka Shipping Company Limited ,Sri Lanka Shipping Company Limited ,Sri Lanka,2015-12-23 00:00:00,Alang,India,2016-01-06 00:00:00
Avant Garde,8107036,Tug/Supply,1732,1982,Sri Lanka,Sri Lanka Shipping Company Limited ,Sri Lanka,Sri Lanka Shipping Company Limited ,Sri Lanka Shipping Company Limited ,Sri Lanka,2016-12-15 00:00:00,Alang,India,2016-12-30 00:00:00
Leo,7408081,Crude Oil Tanker,64329,1978,Comoros,Mercury Shipping Incorporated  ,St. Kitts-Nevis,Mercury Shipping Incorporated  ,Mercury Shipping Incorporated  ,St. Kitts-Nevis,2016-08-23 00:00:00,Gadani,Pakistan,2016-08-23 00:00:00
Georgios,9011868,Product Tanker,40958,1995,St. Kitts-Nevis,Galiano Lines Limited  ,St. Kitts-Nevis,Galiano Lines Limited  ,Galiano Lines Limited  ,St. Kitts-Nevis,2016-03-20 00:00:00,Gadani,Pakistan,2016-03-25 00:00:00
Mina F.,7627613,General Cargo With Container Capacity,3826,1979,Tanzania,Mina Group Shipping Limited ,St. Kitts-Nevis ,Mina Group Shipping Limited ,Maritime Moon Light Company ,Syria,2016-07-08 00:00:00,Aliaga,Turkey,2016-09-11 00:00:00
Lapponian Reefer,8917534,Reefer,7944,1992,Barbados,Holy House Shipping AB  ,Sweden,Holy House Shipping AB  ,Pink Fox (Cayman) Limited  ,Cayman Islands,2016-08-05 00:00:00,Alang,India,2016-08-19 00:00:00
Hellevik ,7431650,General Cargo,1957,1975,Sweden,Rederi AB Mattsson  ,Sweden,Reederi A/B Uman  ,Reederi A/B Uman  ,Sweden,2016-01-02 00:00:00,Fredericia,Denmark,2016-01-31 00:00:00
Falstaff,8320767,Vehicle Carrier,52800,1985,Sweden,Walleniusrederierna AB ,Sweden,Walleniusrederierna AB ,Walleniusrederierna AB ,Sweden,2016-10-02 00:00:00,Jiangyin,China,2016-10-05 00:00:00
Choulex,9074511,Bulk Carrier,77211,1996,Bermuda,Swissmarine Corporation Limited ,Switzerland,SwissMarine Services SA ,Velvet Global Corporation ,Bermuda,2015-11-05 00:00:00,Chittagong,Bangladesh,2016-01-11 00:00:00
Champel,9131840,Bulk Carrier,85849,1998,Bermuda,Swissmarine Corporation Limited ,Switzerland,SwissMarine Services SA ,Pennypot Investments Limited ,Bermuda,2016-02-11 00:00:00,Chittagong,Bangladesh,2016-03-25 00:00:00
Sider Gladiator,8921834,Bulk Carrier,23272,1991,Italy,Sider Navi S.p.A. ,Switzerland,Sider Navi S.p.A. ,Sider Navi S.p.A. ,Switzerland,2016-02-25 00:00:00,Alang,India,2016-03-01 00:00:00
Karin,9220433,Fully Cellular Containership,20569,1999,Liberia,Doris Maritime Services S.A.  ,Switzerland,Doris Maritime Services S.A.  ,Wholly Ideal Investments Limited  ,Liberia,2016-05-20 00:00:00,Alang,India,2016-06-09 00:00:00
Martha  ,9087245,Bulk Carrier,25503,1995,Malta,Taunus Shipping SA ,Switzerland,Taunus Shipping SA ,Taunus Shipping SA ,Switzerland,2016-12-02 00:00:00,Chittagong,Bangladesh,2016-12-06 00:00:00
Maestro Ocean,8222745,Roll On Roll Off,15375,1985,Marshall Islands,Maestro Shipping SA ,Switzerland,Maestro Shipping SA ,Caribe Incorporated ,Marshall Islands,2016-02-29 00:00:00,Aliaga,Turkey,2016-03-09 00:00:00
FPSO Falcon,7373092,Floating Production Tanker,151123,1975,Palau,Single Buoy Moorings Incorporated ,Switzerland,SBM Production Contractors Incorporated S.A. ,SBM Production Contractors Incorporated S.A. ,Monaco,2016-09-23 00:00:00,Alang,India,2016-10-02 00:00:00
MSC Leanne,8618310,Fully Cellular Containership,52191,1898,Panama,Mediterranean Shipping Company (MSC) SA ,Switzerland,MSC Shipmanagement Limited ,Cower Enterprises SA ,Switzerland,2016-12-09 00:00:00,Alang,India,2016-12-15 00:00:00
MSC Perle,8209729,Fully Cellular Containership,17414,1983,Panama,Mediterranean Shipping Company (MSC) SA ,Switzerland,MSC Shipmanagement Limited ,Compania Naviera Perle S.A. ,Panama,2016-12-19 00:00:00,Alang,India,2016-12-27 00:00:00
MSC Lieselotte ,8201674,Fully Cellular Containership,21586,1983,Panama,Mediterranean Shipping Company (MSC) SA  ,Switzerland,Mediterranean Shipping Company (MSC) SA  ,Compania Naviera Lieselotte S.A.  ,Panama,2016-05-12 00:00:00,Alang,India,2016-05-26 00:00:00
MSC Jilhan,8502717,Fully Cellular Containership,14068,1986,Panama,Mediterranean Shipping Company (MSC) SA   ,Switzerland, Mediterranean Shipping Company (MSC) SA   ,Compania Naviera Jilhan S.A.  ,Panama,2016-08-11 00:00:00,Alang,India,2016-08-31 00:00:00
Son,9002532,Wood-Chip Carrier,38716,1990,St. Kitts-Nevis,Shipfin S.A.  ,Switzerland,Shipfin S.A.  ,Wersbon International S.A.  ,Panama,2016-07-25 00:00:00,Alang,India,2016-08-19 00:00:00
Farouk,8123236,Bulk Carrier,20122,1983,Sierra Leone,Yamak Shipping Company  ,Syria,Mercator Marine Limited  ,Mercator Marine Limited  ,Greece,2016-08-05 00:00:00,Gadani,Pakistan,2016-08-13 00:00:00
Tasnem,8214798,General Cargo,3909,1982,Tanzania,Caesar Shipping Company  ,Syria,Caesar Shipping Company  ,Nourasia Shipping S.A.  ,Cambodia,2016-04-14 00:00:00,Alang,India,2016-04-28 00:00:00
Zica,8307181,Bulk Carrier,22361,1984,Comoros,Ming Tai Shipping Corporation  ,Taiwan,Ming Tai Shipping Corporation  ,Tropical Beauty Navigation S.A.  ,Panama,2016-06-17 00:00:00,Gadani,Pakistan,2016-08-20 00:00:00
Venu,9127423,Bulk Carrier,87431,1996,Palau,U-Ming Marine Transport Corporation  ,Taiwan,U-Ming Marine Transport (Singapore) Private Limited  ,U-Ming Marine Transport (Singapore) Private Limited  ,Singapore,2016-03-11 00:00:00,Alang,India,2016-04-08 00:00:00
Tex,9179787,Bulk Carrier,43642,1999,Palau,U-Ming Marine Transport Corporation  ,Taiwan,U-Ming Marine Transport Corporation  ,U-Ming Marine Transport Corporation  ,Taiwan,2016-08-25 00:00:00,Alang,India,2016-09-30 00:00:00
Countess Sea,9082958,Bulk Carrier,26136,1994,Panama,Eddie Steamship Company Limited ,Taiwan,Way-East Shipping Agency Company Limited ,Sea Countess Marine Corporation ,Panama,2015-12-21 00:00:00,Alang,India,2016-01-12 00:00:00
Acacia Star,9127631,Bulk Carrier,26322,1997,Panama,Eddie Steamship Company Limited ,Taiwan,Eddie Steamship Company Limited ,Acacia Marine Corporation ,Belize,2016-02-03 00:00:00,Alang,India,2016-02-27 00:00:00
Ever Refine,9061124,Fully Cellular Containership,53103,1995,Panama,Evergreen Marine Group  ,Taiwan,Evergreen Marine Group  ,Maira Shipping S.A.  ,Marshall Islands,2016-05-18 00:00:00,Chittagong,Bangladesh,2016-05-29 00:00:00
Ever Reward,9055462,Fully Cellular Containership,53103,1994,Panama,Evergreen Marine Group  ,Taiwan,Evergreen Marine Group  ,Nemo Shipping S.A. ,Marshall Islands,2016-05-10 00:00:00,Chittagong,Bangladesh,2016-06-25 00:00:00
Ever Mighty,9128489,Bulk Carrier,39376,1996,Panama,First Steamship Company Limited ,Taiwan,First Steamship Company Limited ,First Steamship S.A. ,Taiwan,2016-01-28 00:00:00,Chittagong,Bangladesh,2016-03-01 00:00:00
Ever Excellent,9182174,Bulk Carrier,38431,1998,Panama,First Steamship Company Limited ,Taiwan,First Steamship Company Limited ,First Navigation S.A. ,Taiwan,2016-08-25 00:00:00,Gadani,Pakistan,2016-10-04 00:00:00
Ever Blossom,9159529,Bulk Carrier,37815,1997,Panama,First Steamship Company Limited  ,Taiwan,First Steamship Company Limited  ,Longevity Navigation S.A.  ,Panama,2016-07-21 00:00:00,Chittagong,Bangladesh,2016-08-27 00:00:00
Ever Excellent,9182174,Bulk Carrier,38431,1998,Panama,First Steamship Company Limited  ,Taiwan,First Steamship Company Limited  ,First Navigation S.A.  ,Taiwan,2016-08-25 00:00:00,Gadani,Pakistan,2016-09-25 00:00:00
Garnet,7702516,Bulk Carrier,15392,1978,Panama,Global Growing Navigation S.A.  ,Taiwan,Global Growing Navigation S.A.  ,Global Garnet Navigation S.A.  ,Panama,2016-03-25 00:00:00,Chittagong,Bangladesh,2016-04-10 00:00:00
Zhang Hong No.2,8312617,Bulk Carrier,15850,1983,Panama,Yu Pin Shipping Corporation Limited ,Taiwan,Yu Pin Shipping Corporation Limited ,Zhang Hong Shipping S.A. ,Taiwan,2016-01-10 00:00:00,Alang,India,2016-02-07 00:00:00
Cape Jupiter,9143087,Bulk Carrier,87431,1997,Singapore,U-Ming Marine Transport Corporation ,Taiwan,U-Ming Marine Transport (Singapore) Private Limited ,U-Ming Marine Transport (Singapore) Private Limited ,Singapore,2016-02-11 00:00:00,Alang,India,2016-03-18 00:00:00
Cape Mercury,9150755,Bulk Carrier,85722,1997,Singapore,U-Ming Marine Transport Corporation  ,Taiwan,U-Ming Marine Transport (Singapore) Private Limited  ,U-Ming Marine Transport (Singapore) Private Limited  ,Singapore,2016-03-31 00:00:00,Alang,India,2016-05-12 00:00:00
Steel Trader,9127265,Bulk Carrier,82112,1997,St. Kitts-Nevis,China Steel Corporation  ,Taiwan,China Steel Express Corporation  ,China Steel Express Corporation  ,Taiwan,2016-03-31 00:00:00,Chittagong,Bangladesh,2016-06-01 00:00:00
Chun,8611790,Fully Cellular Containership,9965,1987,St. Kitts-Nevis,Wan Hai Lines Limited  ,Taiwan,Wan Hai Lines Limited  ,Wan Hai Lines Singapore Private Limited  ,Singapore,2016-05-26 00:00:00,Chittagong,Bangladesh,2016-07-29 00:00:00
Steel Express,9127253,Bulk Carrier,82112,1997,Togo,China Steel Corporation  ,Taiwan,China Steel Express Corporation  ,China Steel Express Corporation  ,Taiwan,2016-05-12 00:00:00,Gadani,Pakistan,2016-09-19 00:00:00
Steel Investor,9127277,Bulk Carrier,82112,1997,Togo,China Steel Developer,Taiwan,China Steel Express Corporation  ,China Steel Express Corporation  ,Taiwan,2016-03-17 00:00:00,Gadani,Pakistan,2016-05-27 00:00:00
Steel Developer,9171424,Bulk Carrier,82112,1998,Togo,China Steel Developer,Taiwan,China Steel Express Corporation  ,China Steel Express Corporation  ,Taiwan,2016-03-17 00:00:00,Gadani,Pakistan,2016-05-28 00:00:00
Thor Energy,9074781,Bulk Carrier,25676,1994,Singapore,Thoresen Thai Agencies Public Company Limited ,Thailand,Thoresen & Company (Bangkok) Limited ,Thoresen Shipping Singapore Private Limited ,Singapore,2016-10-11 00:00:00,Alang,India,2016-10-21 00:00:00
Thor Dynamic,8913526,Bulk Carrier,25905,1991,Singapore,Thoresen Thai Agencies Public Company Limited ,Thailand,Thoresen & Company (Bangkok) Limited ,Thoresen Shipping Singapore Private Limited ,Singapore,2016-01-10 00:00:00,Aliaga,Turkey,2016-01-15 00:00:00
Thor Wave,9139775,Bulk Carrier,25889,1998,Singapore,Thoresen Thai Agencies Public Company Limited  ,Thailand,Thoresen & Company (Bangkok) Limited  ,Thoresen Shipping Singapore Private Limited  ,Singapore,2016-04-21 00:00:00,Chittagong,Bangladesh,2016-05-26 00:00:00
Sriracha Master ,8920086,Crude Oil Tanker,54931,1991,Thailand,Nathalin Company Limited  ,Thailand,Nathalin Company Limited  ,Khunnathee Company Limited  ,Thailand,2016-03-05 00:00:00,Gadani,Pakistan,2016-03-24 00:00:00
NPS Orana,8916217,Wood-Chip Carrier,38844,1991,Thailand,National Power Supply PLC ,Thailand,National Power Supply PLC ,NPS Orana Company Limited ,,2016-10-06 00:00:00,Alang,India,2016-11-05 00:00:00
Ploypailin Naree,9074717,Bulk Carrier,15932,1995,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Shipping Public Company Limited ,Thailand,2015-12-27 00:00:00,Alang,India,2016-01-01 00:00:00
Saranya Naree,9020065,Bulk Carrier,16725,1991,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Diamonds Limited ,Thailand,2016-01-29 00:00:00,Alang,India,2016-02-07 00:00:00
Chollada Naree,9127069,Bulk Carrier,11474,1997,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Hills Limited ,Thailand,2016-02-15 00:00:00,Alang,India,2016-02-24 00:00:00
Emwika Naree,9127083,Bulk Carrier,11474,1997,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Resorts Limited ,Thailand,2016-02-18 00:00:00,Alang,India,2016-02-25 00:00:00
Mathawee Naree,9145700,Bulk Carrier,16761,1996,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Emeralds Limited ,Thailand,2016-03-09 00:00:00,Alang,India,2016-03-15 00:00:00
Fonthida Naree,9108594,Bulk Carrier,17429,1995,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Cities Limited ,Thailand,2016-03-13 00:00:00,Alang,India,2016-03-22 00:00:00
Vijitra Naree,9159347,Bulk Carrier  ,17879,1997,Thailand,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Orchids Limited ,Thailand,2016-11-10 00:00:00,Gadani,Pakistan,2016-11-26 00:00:00
Tharinee Naree ,9106742,Bulk Carrier,14431,1994,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Capitals Limited  ,Thailand,2016-04-15 00:00:00,Chittagong,Bangladesh,2016-05-06 00:00:00
Chalothorn Naree ,9125449,Bulk Carrier,16285,1996,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Rivers Limited  ,Thailand,2016-07-07 00:00:00,Alang,India,2016-07-26 00:00:00
Suchada Naree ,9104495,Bulk Carrier,14431,1994,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Stars Limited  ,Thailand,2016-05-26 00:00:00,Alang,India,2016-08-12 00:00:00
Apisara Naree,9127045,Bulk Carrier,11474,1996,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Lagoons Limited ,Thailand,2016-07-28 00:00:00,Alang,India,2016-08-13 00:00:00
Parinda Naree,9113862,Bulk Carrier,14430,1995,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Seas Limited  ,Thailand,2016-07-31 00:00:00,Alang,India,2016-08-19 00:00:00
Bussara Naree,9127057,Bulk Carrier,11471,1997,Thailand,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Cliffs Limited  ,Thailand,2016-08-18 00:00:00,Alang,India,2016-09-07 00:00:00
Sea Dragon,8414221,General Cargo,5463,1984,Thailand,Sang Thai & Sinsimon Group of Companies  ,Thailand,Sinsimon Navigation Company Limited  ,Sang Thai Shipping Company Limited  ,Thailand,2016-08-20 00:00:00,Chittagong,Bangladesh,2016-09-20 00:00:00
BangKachai,8114766,General Cargo,3911,1981,Thailand,Wongsamut Ocean Shipping Company Limited,Thailand,Wong Samut Navigation Company Limited ,Wong Samut Navigation Company Limited ,Thailand,2016-10-16 00:00:00,Chittagong,Bangladesh,2016-11-04 00:00:00
Bangsrimuang,7915448,General Cargo,5160,1980,Thailand,Wongsamut Ocean Shipping Company Limited  ,Thailand,Wong Samut Navigation Company Limited  ,Wongsamut Maritime Company Limited  ,Thailand,2016-05-06 00:00:00,Chittagong,Bangladesh,2016-05-26 00:00:00
Toledo,7638557,Bulk Carrier,11998,1978,Belize,International Shipping Group & Trading Limited ,Turkey,International Shipping Group & Trading Limited ,Toledo Shipping & Trading Company Limited ,Belize,2015-12-23 00:00:00,Alang,India,2016-02-06 00:00:00
Corozal,7361532,Bulk Carrier,9117,1975,Belize,International Shipping Group & Trading Limited ,Turkey,Exmar N.V.  ,International Shipping Group & Trading Limited ,Turkey,2016-02-25 00:00:00,Aliaga,Turkey,2016-03-01 00:00:00
Eurasia,8321670,General Cargo With Container Capacity,8823,1984,Belize,International Shipping Group & Trading Limited  ,Turkey,International Shipping Group & Trading Limited  ,Fort George Shipping & Trading Company  ,Belize,2016-02-08 00:00:00,Alang,India,2016-04-22 00:00:00
Aysenur,7525607,General Cargo With Container Capacity,1973,1977,Moldova,Erk Shipping & Trading Company Limited ,Turkey,Erk Shipping & Trading Company Limited ,Dava International Shipping ,Netherlands Antilles,2016-02-10 00:00:00,Aliaga,Turkey,2016-02-18 00:00:00
Era,8118138,Bulk Carrier,19049,1984,Panama,Aleria Denizcilik ve Ticaret Anonim Sirketi ,Turkey,Aleria Denizcilik ve Ticaret Anonim Sirketi ,Pera Shipping & Trading Limited ,Panama,2016-01-06 00:00:00,Gadani,Pakistan,2016-01-16 00:00:00
Minbei,8413497,Bulk Carrier,24652,1986,Panama,Bergen Denizcilik Limited Sirketi (Bergen Shipping Limited)  ,Turkey,Bergen Denizcilik Limited Sirketi (Bergen Shipping Limited)  ,Chang Ying Shipping Limited  ,China,2016-06-25 00:00:00,Chittagong,Bangladesh,2016-07-04 00:00:00
AK Phoenicia ,8902448,Bulk Carrier,24606,1990,Panama,Ceren Denizcilik Sanayi Limited Sirketi  ,Turkey,Ceren Denizcilik Sanayi Limited Sirketi  ,Phoenicia Navigation S.A.  ,Marshall Islands,2016-04-14 00:00:00,Gadani,Pakistan,2016-04-26 00:00:00
Indian Ocean I ,9116723,Bulk Carrier,26831,1996,Panama,Ceren Denizcilik Sanayi Limited Sirketi  ,Turkey,Ceren Denizcilik Sanayi Limited Sirketi  ,Indian Ocean Shipping S.A.  ,Marshall Islands,2016-05-02 00:00:00,Gadani,Pakistan,2016-05-11 00:00:00
Gas Master,8403416,Liquid Petroleum Gas Carrier,18155,1985,Panama,Gas Master Shipping Investment SA  ,Turkey,Gas Master Shipping Investment SA  ,Gas Master Shipping Investment SA  ,Turkey,2016-04-08 00:00:00,Chittagong,Bangladesh,2016-04-18 00:00:00
Gas Earl,8026385,Liquefied Petroleum Gas Carrier,2252,1983,Panama,Gesan Yatirim ve Ticaret A.S. ,Turkey,Gesan Yatirim ve Ticaret A.S. ,Gas Earl Shipping Limited ,Malta,2016-04-15 00:00:00,Aliaga,Turkey,2016-04-21 00:00:00
Bolkar,9133783,Bulk Carrier,25065,1998,Panama,Sarioglu Denizcilik ve Turizm Limited Sirketi  ,Turkey,Sarioglu Denizcilik ve Turizm Limited Sirketi  ,Root Maritime Limited  ,Panama,2016-07-20 00:00:00,Chittagong,Bangladesh,2016-08-15 00:00:00
AK Abba,8315217,Bulk Carrier,17879,1985,Panama,Zeytin Denizcilik Gemi Tasimacilik Sanayi ve Ticaret Limited ,Turkey,Zeytin Denizcilik Gemi Tasimacilik Sanayi ve Ticaret Limited ,Abba Navigation S.A. ,Marshall Islands,2016-03-10 00:00:00,Alang,India,2016-03-23 00:00:00
Zorturk,8881682,General Cargo,2976,1983,Togo,Ozturk Denizcilik Insaat ve dis Ticaret Limited Sirketi ,Turkey,Ozturk Denizcilik Insaat ve dis Ticaret Limited Sirketi ,Durmusoglu Holding S.A. ,Togo,2015-03-24 00:00:00,St. Nazaire,France,2015-12-31 00:00:00
Ayse A.,8415639,Fully Cellular Containership,10282,1985,Turkey,Arkas Holding S.A. ,Turkey,Arkas Denizcilik ve Nakliyat A.S. ,Arkas Konteyner ve Tasimacilik A.S. ,Turkey,2016-11-10 00:00:00,Aliaga,Turkey,2016-11-19 00:00:00
Denak Trader ,9108269,Bulk Carrier,37663,1996,Turkey,Denak Depoculuk ve Nakliyecilik A.S.  ,Turkey,Denak Depoculuk ve Nakliyecilik A.S.  ,Denak Depoculuk ve Nakliyecilik A.S.  ,Turkey,2016-04-14 00:00:00,Gadani,Pakistan,2016-05-12 00:00:00
Tamer Kiran,8113281,General Cargo,3996,1983,Turkey,Kiran Holding AS ,Turkey,Pasifik Gemi Isletmeciligi ve Ticaret A.S. ,Kirden Denizcilik ve Ticaret A.S. ,Turkey,2016-03-07 00:00:00,Aliaga,Turkey,2016-03-11 00:00:00
Gokay K.,8604773,General Cargo,4800,1987,Turkey,Kiran Holding AS ,Turkey,Pasifik Gemi Isletmeciligi ve Ticaret A.S. ,Kirantas Denizcilik ve Ticaret A.S. ,Turkey,2016-03-02 00:00:00,Aliaga,Turkey,2016-03-11 00:00:00
Mahmut Saka,8323135,Bulk Carrier,17911,1984,Turkey,MSK Denizcilik Isletmeleri Limited Sirketi ,Turkey,MSK Denizcilik Isletmeleri Limited Sirketi ,MSK Shipping Management Corporation ,Panama,2016-01-28 00:00:00,Alang,India,2016-02-10 00:00:00
Emre Omur,7508879,Anchor Handling Fire Fighting Tug/Supply,1356,1997,Turkey,Solar Gemi Kurtama Hizmetleri A.S. ,Turkey,Solar Gemi Kurtama Hizmetleri A.S. ,Solar Gemi Kurtama Hizmetleri A.S. ,Turkey,2016-04-10 00:00:00,Aliaga,Turkey,2016-04-18 00:00:00
Deep True,8508577,Bulk Carrier,15830,1985,Tuvalu,Stiga Shipping Company ,Turkey,Stiga Shipping Company ,Galaxy Maritime Company Limited ,Belize,2016-09-08 00:00:00,Alang,India,2016-10-02 00:00:00
King David,9157612,Bulk Carrier,90267,1998,Bahamas,Unknown Ukrainian Owners ,Ukraine,Unknown Ukrainian Owners ,Leona Shipmanagement Company ,Marshall Islands,2015-12-23 00:00:00,Alang,India,2016-01-22 00:00:00
Goodwill,8867428,General Cargo,2576,1972,Congo,Marine Standard Limited ,Ukraine,Marine Standard Limited ,Integro Trading Proprietary Limited ,South Africa,2016-11-16 00:00:00,Aliaga,Turkey,2016-12-03 00:00:00
Climber,8906896,Bulk Carrier,89004,1991,Congo,Tech Project LLC  ,Ukraine,Tech Project LLC  ,Freight Bulk Private Limited  ,Singapore,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-27 00:00:00
Maroni,9170274,Bulk Carrier,37689,1998,Liberia,Black Sea Shipping Company (BLASCO)  ,Ukraine,Black Sea Shipping Company (BLASCO)  ,Consistent Shipping Incorporated  ,Liberia,2016-03-31 00:00:00,Chittagong,Bangladesh,2016-04-16 00:00:00
Alpena,9162980,Bulk Carrier,25980,1998,Liberia,Black Sea Shipping Company (BLASCO)  ,Ukraine,Ocean Agencies Limited  ,Alpena Maritime Limited  ,Liberia,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-04-17 00:00:00
Angara,9110523,Bulk Carrier,39283,1996,Liberia,Unimor Shipping Services Limited ,Ukraine,Unimor Shipping Agency,Angara Shipping Limited ,Liberia,2015-12-18 00:00:00,Gadani,Pakistan,2016-01-12 00:00:00
Varva,9071600,Bulk Carrier,37629,1994,Liberia,Unimor Shipping Services Limited  ,Ukraine,Unimor Shipping Agency  ,Superb Seaways Incorporated  ,Liberia,2016-02-25 00:00:00,Gadani,Pakistan,2016-03-19 00:00:00
Vikki,8503838,General Cargo With Container Capacity,5934,1985,Malta,Pic Shipping Limited ,Ukraine,Pic Shipping Limited ,Sea Moon Shipping Limited ,Malta,2016-02-09 00:00:00,Aliaga,Turkey,2016-02-11 00:00:00
Nerey,8620040,General Cargo With Container Capacity,1694,1984,Moldova,Niesco Shipping Company Limited ,Ukraine,Niesco Shipping Company Limited ,Grotmar LLC ,Moldova,2016-12-15 00:00:00,Aliaga,Turkey,2016-12-19 00:00:00
Chernoye More,6409569,Dredger,5410,1964,Ukraine,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,Ukraine,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,Ukraine,2016-05-20 00:00:00,Aliaga,Turkey,2016-06-02 00:00:00
Venedikt Andreyev,8805573,General Cargo With Container Capacity,2060,1988,Ukraine,Ukrainian Danube Shipping Company ,Ukraine,Ukrainian Danube Shipping Company ,Ukrainian Danube Shipping Company ,Ukraine,2016-01-20 00:00:00,Aliaga,Turkey,2016-01-25 00:00:00
Amlin,8706167,Product Tanker,25966,1988,Comoros,FAL Group ,United Arab Emirates,FAL Shipping Company Limited ,Sea Spirit Intrenational Shipping Incorporated ,United Arab Emirates,2016-09-26 00:00:00,Gadani,Pakistan,2016-10-01 00:00:00
Zomorod,7353444,Anchor Handling Tug/Supply,712,1974,Moldova,Star Petroleum Company FZC  ,United Arab Emirates,Star Petroleum Company FZC  ,Star Petroleum Group Company  ,United States of America,2016-06-10 00:00:00,Alang,India,2016-06-18 00:00:00
Mars,8227977,Tanker,37884,1984,Panama,Akron Trade & Transport FZE ,United Arab Emirates,Akron Trade & Transport FZE ,Doran Maritime S.A. ,Panama,2015-12-10 00:00:00,Gadani,Pakistan,2015-12-17 00:00:00
The Odyssey,7407752,Diving Support,1598,1975,Panama,Dulam International Limited ,United Arab Emirates,Dulam International Limited ,Oryx International Incorporated ,Bahamas,2016-09-21 00:00:00,Alang,India,2016-10-04 00:00:00
