VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,NAME,OWNERSHIP,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,DESTINATION,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
LISE,9317913,Container Ship (Fully Cellular),53481,20414,2006,Palau,Liberia,Elise,Stefan Patjens Reederei GmbH,Germany,CMA CGM SA The French Line,ADW 1 Schifffahrtsgesellschaft,Germany,Chittagong,Bangladesh,2019-04-01 00:00:00,,
SHORN,9126974,Container Ship (Fully Cellular),12029,5800,1996,Gabon,Antigua & Barbuda,Weisshorn,Stefan Patjens Reederei GmbH,Germany,CMA CGM SA The French Line,Weisshorn Schiffahrts,Germany,Alang,India,2019-06-01 00:00:00,,
BOXY LADY,9108386,Container Ship,14241,6758,1996,Bahamas,Malta,,Aims Shipping Corp,Greece,Aims Shipping Corp,Violet Shipping Corp,Marshall Islands,Chittagong,Bangladesh,2019-02-01 00:00:00,,
MILLENA,9212058,Bulk Carrier,87407,24576,2000,Comoros,Malta,Alpha Millennium,Alpha Bulkers Shipmanagement,Greece,Alpha Bulkers Shipmanagement,Longview Shipholding Inc,Liberia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
VELLOS,9213375,Bulk Carrier,86201,22518,2000,Comoros,Greece,Marvellous,Alpha Bulkers Shipmanagement,Greece,Amethyst Management Ltd,Pioneer International Co,Marshall Islands,Chittagong,Bangladesh,2019-06-01 00:00:00,,
URSU,8805004,Products Tanker,25740,8074,1988,Palau,Comoros,Ursus,Altomare S.A.,Greece,Silvia Navigation SA-MAI,Silvia Navigation SA-MAI,Marshall Islands,Chittagong,Bangladesh,2019-10-01 00:00:00,,
HOME,8812667,Ore Carrier,138648,36325,1989,St Kitts & Nevis,Liberia,,Angelicoussis Shipping Group,Greece,Maran Dry Management Inc,Ariella Trading Corp,Liberia,Chittagong,Bangladesh,2019-07-01 00:00:00,,
HULK,9082350,Ore Carrier,147812,31817,1995,Comoros,Liberia,,Angelicoussis Shipping Group,Greece,Maran Dry Management Inc,Luna ENE,Greece,Chittagong,Bangladesh,2019-11-01 00:00:00,,
NANO,9179593,Bulk Carrier,87523,22145,1999,Palau,Greece (Liberia),Anangel Destiny,Angelicoussis Shipping Group ,Greece,Maran Dry Management Inc,Destiny ENE,Greece,Chittagong,Bangladesh,2019-03-01 00:00:00,,
LADY,9169603,Bulk Carrier,86600,21625,1999,Palau,Liberia,Anangel Dynasty,Angelicoussis Shipping Group ,Greece,Maran Dry Management Inc,Anangel Dynasty Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2019-03-01 00:00:00,,
GIANNIS C,7208699,Chemical Tanker,996,,1973,Togo,Greece,Captain Giannis,Blue Iris Shipping Co,Greece,Blue Iris Shipping Co,Blue Iris Shipping Co,Greece,,UNKNOWN?,2019-01-01 00:00:00,,
CHILEAN REEFER,8917546,Refrigerated Cargo Ship,7944,4888,1992,Bahamas,,,Chartworld Shipping Corp,Greece,Chiquita Brands International,Berkley Navigation Corp,Marshall Islands,Alang,India,2019-04-01 00:00:00,,
AUTUMN WAVE,9038335,Refrigerated Cargo Ship,13077,7550,1993,Bahamas,,,Chartworld Shipping Corp,Greece,Chartworld Shipping Corp,Amarilia Maritime Co,Marshall Islands,Alang,India,2019-06-01 00:00:00,,
SWAN,8907876,Refrigerated Cargo Ship,13099,7032,1990,Bahamas,,Swan Chacabuco,Chartworld Shipping Corp,Greece,Cool Carriers AB,Blyth Shipholding SA,Marshall Islands,Gadani,Pakistan,2019-08-01 00:00:00,,
S PIRAEUS,9280847,Container Ship (Fully Cellular),53453,19838,2004,Palau,Hong Kong,Piraeus,Costamare Inc,Greece,TS Lines Co Ltd,Alexia Transport Corp,Liberia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
S PYLOS,8907931,Container Ship (Fully Cellular),27103,11315,1991,Palau,Liberia,MSC Pylos,Costamare Inc,Greece,Prayati Shipping Pvt Ltd,Plutus Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ELAFONISOS,9179816,Container Ship (Fully Cellular),25705,10672,1999,Liberia,,,Costamare Inc,Greece,MSC Mediterranean Shipping Co,Smales Maritime Co,Marshall Islands,Alang,India,2019-05-01 00:00:00,,
SIERRA II,9007829,Container Ship (Fully Cellular),23953,8338,1991,Liberia,,MSC Sierra II,Costamare Inc,Greece,MSC Mediterranean Shipping Co,Mansel Shipping Co,Liberia,Alang,India,2019-10-01 00:00:00,,
REUNION,9007831,Container Ship (Fully Cellular),23953,8309,1992,Liberia,,MSC Reunion,Costamare Inc,Greece,MSC Mediterranean Shipping Co,Nicky Shipping Co,Liberia,Alang,India,2019-11-01 00:00:00,,
NAMIBIA II,9007817,Container Ship (Fully Cellular),23953,8309,1991,Liberia,,MSC Namibia Ii,Costamare Inc,Greece,Costamare Shipping Co SA,Odette Shipping Co,Liberia,Alang,India,2019-12-01 00:00:00,,
VIRGIN STAR,9289568,Container Ship (Fully Cellular),54592,21188,2005,Liberia,Cyprus,CSL Virginia,Cyprus Sea Lines SA,Greece,Cyprus Sea Lines Co Ltd-LIB,Duraven Shipping Co Ltd,Liberia,Chittagong,Bangladesh,2019-02-01 00:00:00,,
S KYRIAKOULA,9265720,Crude/Oil Products Tanker,40680,13795,2003,Palau,Liberia,Kyriakoula,Diamlemos Shipping Corp,Greece,Penfield Marine LLC,Agia Kyriaki Investments ENE,Greece,Chittagong,Bangladesh,2019-01-01 00:00:00,,
SERVAL,9106481,Container Ship,10917,5624,1995,Liberia,,,Element Shipmanagement SA,Greece,Maersk Line A/S,Seamerit Maritime Co,Liberia,Alang,India,2019-02-01 00:00:00,,
MERMAID,9186742,General Cargo Ship,12973,5263,1999,Belize,Liberia,Luka,Eurodevelopment Management SA,Greece,Eurodevelopment Management SA,Jordon Hill Trading Ltd,Marshall Islands,Alang,India,2019-12-01 00:00:00,,
VISION,9164201,Tanker,40705,15555,2000,Comoros,Liberia,Eurovision,Eurotankers Inc,Greece,Eurotankers Inc,Eurofinance Services Inc,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
GRIPO,8603133,Refrigerated Cargo Ship,3281,2026,1986,Kiribati,,,Fairport Shipping Ltd,Greece,Fairport Shipping Ltd,Continuity Line SA,Marshall Islands,Alang,India,2019-07-01 00:00:00,,
ALMYROS II,9034901,Limestone Carrier,1714,,1992,Greece,,,Heracles General Cement Co SA,Greece,Heracles Shipping,Heracles General Cement Co SA,Greece,Aliaga,Turkey,2019-09-01 00:00:00,,
BRAVE-M,8414764,General Cargo Ship,5974,3508,1985,Tanzania (Zanzibar),,,Individual Shipping Limited,Greece,Individual Shipping Ltd,Individual Shipping Ltd,Marshall Islands,Alang,India,2019-06-01 00:00:00,,
EKO 3,8813130,Products Tanker ,2041,1351,1989,Greece,,,Interunity Management Maritime,Greece,Eko-Athina Shipping Co,Eko-Athina Shipping Co,Greece,Aliaga,Turkey,2019-09-01 00:00:00,,
OSTROV BERINGA,8517815,Refrigerated Cargo Ship,5757,3699,1986,Panama,,,Lavinia Corp,Greece,Alpha Reefer Transport GmbH,Seajet Overseas SA,Panama,Chittagong,Bangladesh,2019-11-01 00:00:00,,
FRIO DOLPHIN,8807442,Refrigerated Cargo Ship,8519,6500,1989,Panama,,,Lavinia Corp,Greece,Alpha Reefer Transport GmbH,Athenian Marine Ltd,Vanuatu,Alang,India,2019-12-01 00:00:00,,
LEVANT ORIENT,5325625,Cement Storage Ship,10310,5690,1962,Panama,,,Levant Marine Group S.A.,Greece,Transmena SA,Transmena SA,Panama,Chittagong,Bangladesh,2019-02-01 00:00:00,,
EXPRESS,7355272,Passenger/Roro Cargo/Ferry,15074,6970,1974,Togo,Cyprus,European Express,Mega Stars Lines SA,Greece,NEL Lines,Royal Diamond Shipping Ltd,Cyprus,Aliaga,Turkey,2019-01-01 00:00:00,,
GEORGIA K,9224099,Bulk Carrier,15071,5500,2000,Panama,,,MPK Shipping Incorporated,Greece,MPK Shipping Inc,Farenco Services Ltd,Marshall Islands,Chittagong,Bangladesh,2019-12-01 00:00:00,,
PALM,8206612,LPG Tanker,10228,5618,1984,Palau,Panama,Gaz Palmyra,Naftomar Shipping & Trading Co,Greece,Naftomar Shipping & Trading Co,Isotrans,Panama,Alang,India,2019-04-01 00:00:00,,
OCEAN,9197868,Crude Oil Tanker,149274,37141,2001,Palau,Liberia,,Navios Maritime Holdings Inc,Greece,Navig8 VL8 Pool,Shinyo Ocean Ltd,Hong Kong,Chittagong,Bangladesh,2019-05-01 00:00:00,,
OLYMPIC,6815225,Waste Disposal Vessel,961,,1968,Comoros,Greece,,Olympic Water Transport,Greece,Olympic Water Transport,Olympic Water Transport,Greece,Aliaga,Turkey,2019-04-01 00:00:00,,
ROUSSA,9101182,Chemical/Products Tanker,28628,9606,1995,St Kitts & Nevis,Liberia,Androussa,Papantonopoulos family group of companies,Greece,Dileton Maritime,Androussa Shipping SA,Liberia,Chittagong,Bangladesh,2019-11-01 00:00:00,,
KROK,9007752,Crude/Oil Products Tanker,25190,8704,1994,Comoros,Singapore,Akrotiri,Polys Haji-Ioannou Group,Greece,World Tankers Management Pte,Akro Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,2019-09-01 00:00:00,,
ARISTIMO,9126302,Bulk Carrier,26239,8147,1997,Belize,,Aristea M,Prelude Marine SA,Greece,Prelude Marine SA,Rio Hood Co Ltd,British Virgin Islands,Gadani,Pakistan,2019-12-01 00:00:00,,
SEABULK PATIENCE,7814498,"Bulk Cement Barge, non propelled",10596,,1979,Panama,,,Seabulk Shipping SA,Greece,Seabulk Shipping SA,Transbulk Navigation SA,Panama,Aliaga,Turkey,2019-06-01 00:00:00,,
SEAMAR CHALLENGE,7814486,"Cement Storage Barge, non propelled",11108,,1978,Panama,,,Seabulk Shipping SA,Greece,Seabulk Shipping SA,Seamar Shipping Inc,Panama,Aliaga,Turkey,2019-07-01 00:00:00,,
ALKYON,6510253,Passenger/Roro Cargo/Ferry,1217,,1965,Palau,Unknown,,Spanopoulos Group SA,Greece,Ignatios Spanopoulos SA,Ignatios Spanopoulos SA,Greece,Aliaga,Turkey,2019-02-01 00:00:00,,
LAURA,9227522,Bulk Carrier,85379,21018,2000,Comoros,Marshall Islands,Star Aurora,Star Bulk Carriers Corp,Greece,Star Bulk Shipmanagement Co,Star Aurora LLC,Marshall Islands,Chittagong,Bangladesh,2019-03-01 00:00:00,,
LOGOS,9123922,Container Ship,18716,8610,1995,St Kitts & Nevis,Panama,Irenes Logos,Tsakos Shipping & Trading SA,Greece,Unimed Feeder Service A/S,Tango Shipping SA-Panama,Panama,Alang,India,2019-02-01 00:00:00,,
OCEANA,9086356,Crude/Oil Products Tanker,27627,10247,1996,Comoros,Liberia,,Unibros Shipping Corp,Greece,Olimpex Nigeria Ltd,Nova Navigation Inc,Liberia,Gadani,Pakistan,2019-07-01 00:00:00,,
ALIZEA,9079183,Chemical/Products Tanker,28226,9107,1995,Comoros,Liberia,,Unibros Shipping Corp,Greece,Olimpex Nigeria Ltd,Leste Navigation Inc,Liberia,Chittagong,Bangladesh,2019-09-01 00:00:00,,
PRINCESS OF ELLA,9159842,Container Ship,16705,7290,1997,Palau,Cyprus,Princess Of Luck,Victoria Oceanway Limited,Greece,Yang Ming Marine Transport,Contemporus Maritime Co Ltd,Cyprus,Chittagong,Bangladesh,2019-01-01 00:00:00,,
QUEEN OF LUCK,9088512,Container Ship,16316,7164,1995,Panama,,,Victoria Oceanway Limited,Greece,Orient Express Lines Inc,Princess of Luck Shipping Ltd,Liberia,Chittagong,Bangladesh,2019-03-01 00:00:00,,
S GEORGIS,9265732,Tanker,40680,13806,2003,Palau,Greece   ,Georgis Nikolos,Diamlemos Shipping Corp,Greece   ,Penfield Marine LLC,Archon Investment Corp,Liberia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
DARYA JAAN,8029052,Cement Carrier,11262,5396,1982,India,,,KC Maritime Ltd,Hogn Kong,KC Maritime India Ltd,KC Maritime India Ltd,India,Chittagong,Bangladesh,2019-02-01 00:00:00,,
POLO,9108221,Container Ship,15095,6256,1995,Comoros,Hong Kong,,Abraxas Limited,Hong Kong,X-Press Feeders,Ocean Prologue Shipping HK Ltd,Hong Kong,Alang,India,2019-03-01 00:00:00,,
TEAM,9214587,General Cargo Ship,8861,4714,2001,Palau,Belize,,Euroseas International Limited,Hong Kong,Euroseas International Ltd,Orange Walk Corp,Panama,Alang,India,2019-05-01 00:00:00,,
OCEAN STAR 96,8517358,Refrigerated Cargo Ship,6579,4027,1987,Nauru,Dominica,,Hong Kong Hoi Shun Import & Export Trading Limited,Hong Kong,Hong Kong Hoi Shun Import,Hong Kong Hoi Shun Import,Hong Kong  ,Chittagong,Bangladesh,2019-06-01 00:00:00,,
CHER,9078232,Vehicles Carrier,47367,16042,1994,Palau,Panama,Van Cherry,Sanasia Management Incorporated,Hong Kong,Kawasaki Kisen Kaisha Ltd,Pacific Bridge Shipping Corp,Panama,Chittagong,Bangladesh,2019-01-01 00:00:00,,
JIN HUA 8,7426100,Cement Carrier,2566,1318,1975,Panama,Belize,,Sino Japan Holdings Limited,Hong Kong,Sinounion Shipping Service Ltd,Sino Japan Holdings Ltd,"Hong Kong, China",Chittagong,Bangladesh,2019-05-01 00:00:00,,
XIN SHUANG,7342562,Trans Shipment Vessel,60228,26061,1976,Palau,China,,Best Power- Hong Kong,Hong Kong  ,Shanghai Puyuan Shipping Co,Shanghai Puyuan Shipping Co,China,Chittagong,Bangladesh,2019-06-01 00:00:00,,
HAI,9216846,Container Ship (Fully Cellular),7360,3760,2002,Gabon,Hong Kong,Hai Su 1,Grandfame Ship Management Ltd,Hong Kong  ,Quanzhou Ansheng Shpg Co Ltd,Hengan Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2019-12-01 00:00:00,,
STAR 98,8517346,Refrigerated Cargo,6579,4022,1986,Palau,Moldova,,Hong Kong Hoi Shun Import,Hong Kong  ,Hong Kong Hoi Shun Import,Hong Kong Hoi Shun Import,Hong Kong  ,Chittagong,Bangladesh,2019-01-01 00:00:00,,
IPSA,9270830,Container Ship,21932,10491,2004,Comoros,Marshall Islands,Anona Ipsa,IPSA Capital Ltd,Hong Kong  ,Shanghai Puhai Shipping Co Ltd,IPSA One,Cayman Islands,Chittagong,Bangladesh,2019-02-01 00:00:00,,
IPSA I,9270816,Container Ship (Fully Cellular),21932,10599,2003,Comoros,Marshall Islands,Asia Ipsa,IPSA Capital Ltd,Hong Kong  ,Wan Hai Lines Ltd,IPSA One,Cayman Islands,Chittagong,Bangladesh,2019-10-01 00:00:00,,
LORY,9224776,Bulk Carrier,86848,21313,2002,Comoros,Singapore,,Tai Chong Cheang Steamship Company (HK) Limited (TCC Hong Kong),Hong Kong  ,Blue Whale Maritime Pvt Ltd,Priyanka Shipping Ltd,St Kitts & Nevis,Chittagong,Bangladesh,2019-10-01 00:00:00,,
SNAEFELL,6828923,Fishing Vessel,1319,,1968,Iceland,,,Samherji hf,Iceland,Samherji hf,Samherji hf,Iceland,Ghent,Belgium,2019-09-01 00:00:00,,
HJALTEYRIN,7607065,Fishing Vessel,658,,1977,Iceland,,,Samherji hf,Iceland,Samherji hf,Samherji hf,Iceland,Ghent,Belgium,2019-09-01 00:00:00,,
STAR XXVI,8922474,Bucket Ladder Dredger,2081,2435,1989,Panama,,,Amrut Dredging & Shipping,India,Amrut Dredging & Shipping Ltd,Stallion Dredging & Shipping,United Arab Emirates,Alang,India,2019-06-01 00:00:00,,
PREMA ONE,9104108,Bulk Carrier,38137,9919,1995,Liberia,,,Five Stars Shipping Co Pvt Ltd,India,Five Stars Chartering Pvt Ltd,Prema Universal Inc,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00,,
A THIRTY SIX,8519083,Anchor Handling Tug Supply,2915,2939,1987,Palau,India,,GOL Offshore,India,Unknown,Unknown,Unknown,Alang,India,2019-05-01 00:00:00,,
BADRI,8750259,Drilling Ship,5899,3735,1973,Palau,India,Badrinath,GOL Offshore,India,Unknown,Unknown,Unknown,Alang,India,2019-05-01 00:00:00,,
KEDARNATH,8752104,"Drilling Rig, jack up",5403,7373,1975,India,,,GOL Offshore,India,Unknown,Unknown,Unknown,Alang,India,2019-06-01 00:00:00,,
BHARATI-S,8122103,Anchor Handling Tug Supply,591,558,1982,India,,,GOL Offshore Limited,India,Unknown,Unknown,Unknown,Alang,India,2019-05-01 00:00:00,,
ALAN,8304907,Maintenance Ship,1190,1223,1983,India,,Halani 8,Halani Shipping Pvt Ltd,India,Halani Shipping Pvt Ltd,Bhambhani Shipping Ltd,India,Gadani,Pakistan,2018-12-01 00:00:00,,
OASIS IV,8108119,Anchor Handling Tug Supply,1894,2402,1982,Palau,Panama,,Halani Shipping Pvt Ltd,India,Halani Shipping Pvt Ltd,Halani International Ltd,St Vincent & The Grenadines,Alang,India,2019-09-01 00:00:00,,
ALAN,7816379,Diving Support Vessel,5308,5480,1980,Gabon,St Vincent & The Grenadines,Halani 1,Halani Shipping Pvt Ltd,India,Halani Shipping Pvt Ltd,Halani International Ltd,St Vincent & The Grenadines,Alang,India,2019-10-01 00:00:00,,
SEA JUMBO,7725946,Platform Supply Ship,2478,1739,1979,India,,Ios Jumbo,Hind Offshore Pvt Ltd,India,Hind Offshore Pvt Ltd,Hind Offshore Pvt Ltd,India,Alang,India,2019-05-01 00:00:00,,
GEO GANGASAGAR,8416970,Research Survey Vessel,2270,1581,1986,India,,,Hind Offshore Pvt Ltd,India,Hind Offshore Pvt Ltd,Hind Offshore Pvt Ltd,India,Alang,India,2019-07-01 00:00:00,,
SHASTRI,9045534,Container Ship (Fully Cellular),21963,8484,1993,Palau,India,Lal Bahadur Shastri,India Govt,India,Pacific International Lines,SCI,India,Alang,India,2019-03-01 00:00:00,,
NADYA,9107631,Bulk Carrier,28029,10967,2000,Comoros,India,,India Govt,India,SCI,SCI,India,Chittagong,Bangladesh,2019-03-01 00:00:00,,
AKB,7116975,General Cargo/Passenger Ship,9539,5046,1971,Gabon,India,Akbar,India Govt,India,SCI,Andaman & Nicobar Admin,India,Gadani,Pakistan,2019-06-01 00:00:00,,
PERIYAR,6519443,"Crane Vessel, non propelled",772,,1965,India,,,India Govt,India,Cochin Port Trust,Cochin Port Trust,India,Kochi,India,2019-09-01 00:00:00,,
ANK,9074860,Crude Oil Tanker,80130,22258,1994,St Kitts & Nevis,India,Ankleshwar,India Govt,India,SCI,SCI,India,Chittagong,Bangladesh,2019-10-01 00:00:00,,
MADURAI MEENAKSHI,9210347,General Cargo Ship,6204,3430,2001,St Kitts & Nevis,India,,Meenakshi Fishing & Trading Co,India,Proactive Shipping Services,Meenakshi Fishing & Trading Co,India,Chittagong,Bangladesh,2019-12-01 00:00:00,,
OMKARA PREM,9521576,Trailing Suction Hopper Dredger,4607,3401,2008,India,,,Mercator Ltd,India,Ind-Aust Maritime Pvt Ltd,Mercator Ltd,India,Alang,India,2019-09-01 00:00:00,,
VAKUL PREM,8822533,Bucket Ladder Dredger,2081,2483,1988,Palau,,,Mercator Ltd,India,Mercator Ltd,Mercator Ltd,India,Alang,India,2019-12-01 00:00:00,,
OCEAN 15,8757934,"Other Activities, Inland Waterways",2598,2405,1964,St Kitts & Nevis,,,Ocean Diving Centre Private Limited,India,Atlantide Group Ltd,Atlantide Group Ltd,British Virgin Islands,Alang,India,2019-06-01 00:00:00,,
QING,7902295,Passenger/Cruise,35143,17941,1982,India,,,Sahara India Pariwar,India,Sahara India Pariwar,Sahara India Tourism,India,Alang,India,2019-05-01 00:00:00,,
ORISSA,7403237,Bulk Carrier,46178,19017,1979,Comoros,India,,Sesa Group,India,Vedanta Ltd,Vedanta Ltd,India,Chittagong,Bangladesh,2019-04-01 00:00:00,,
AFFRON,9160217,Tanker,81565,22615,1998,St Kitts & Nevis,India,Saffron,Seven Islands Shipping Limited,India,Seven Islands Shipping Ltd,Seven Islands Shipping Ltd,India,Chittagong,Bangladesh,2018-12-01 00:00:00,,
DEL,9038103,Products Tanker,5001,2810,1992,St Kitts & Nevis,India,Delight,Seven Islands Shipping Ltd,India,Seven Islands Shipping Ltd,Seven Islands Shipping Ltd,India,Alang,India,2019-11-01 00:00:00,,
KARUTHAL,9563902,Container Ship (Fully Cellular),1617,854,2009,India,,,Trans Asian Shipping Pvt Ltd,India,Trans Asian Shipping Pvt Ltd,Trans Asian Shipping Sevices,Singapore,Alang,India,2019-11-01 00:00:00,,
VAM,8814756,LPG Tanker,34974,16094,1991,Palau,India,Maharshi Vamadeva,Varun Shipping Co Ltd,India,Varun Global Ltd,Varun Resources Ltd,India,Alang,India,2019-05-01 00:00:00,,
NEEL KAMAL,8316558,Anchor Handling Tug Supply,989,1136,1983,India,,,Varun Shipping Co Ltd,India,Varun Shipping Co Ltd,Tarun Shipping & Industries,India,Alang,India,2019-06-01 00:00:00,,
INDRADI,9043744,Chemical Tanker,7915,3848,1993,Indonesia,,,Berlian Laju Tanker Tbk PT,Indonesia,Berlian Laju Tanker Tbk PT,Brotojoyo Maritime PT,Indonesia,Alang,India,2019-11-01 00:00:00,,
OCEAN SPARKLE,6916201,Cement Carrier,13475,,1969,Comoros,Indonesia,,Bosowa Group,Indonesia,Bosowa Lloyd PT,Bosowa Lloyd PT,Indonesia,Aliaga,Turkey,2019-09-01 00:00:00,,
BUMI SEJAHTERA,9052408,Products Tanker,2567,,1995,Panama,,,BUMI Shipmanagement,Indonesia,BUMI Shipmanagement,Luck Hill Ventures Inc,British Virgin Islands,Unknown,Unknown,2019-09-01 00:00:00,,
BIT,8801527,Products Tanker,18083,6016,1988,Comoros,Indonesia,Bita,Caraka Tirta Pratama PT,Indonesia,Caraka Tirta Pratama PT,Caraka Tirta Pratama PT,Indonesia,Chittagong,Bangladesh,2019-06-01 00:00:00,,
MATARAM EXPRESS,8419518,Container Ship,3790,,1985,Indonesia,,,Meratus Line PT,Indonesia,Meratus Line PT,Mandiri Abadi Santosa PT,Indonesia,Bojonegara,Indonesia,2019-01-01 00:00:00,,
BESAKIH,7627596,General Cargo Ship,3648,1810,1978,Indonesia,,,Nusa Tenggara,Indonesia,Nusa Tenggara,Nusa Tenggara,Indonesia,Unknown,Indonesia,2019-07-01 00:00:00,,
SUN,7359670,LNG Tanker,79086,28880,1977,Palau,Indonesia,Sunrise,P.T. Energi Dian Kemala,Indonesia,Energi Dian Kemala PT,Energi Dian Kemala PT,Indonesia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
S SEGARA,9156345,Products Tanker,22809,8510,1998,Palau,Indonesia,Kartika Segara,Pelayaran United Maritime Jaya,Indonesia,Pelayaran United Maritime Jaya,Pelayaran United Maritime Jaya,Indonesia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ORIENTAL MUTIARA,8717518,General Cargo,18037,7591,1989,Indonesia,,,Salam Pacific Indonesia Lines,Indonesia,Salam Pacific Indonesia Lines,Salam Pacific Indonesia Lines,Indonesia,Chittagong,Bangladesh,2019-03-01 00:00:00,,
SOECHI CHEMICAL XXI,8609838,Chemical/Products Tanker,1446,890,1986,Indonesia,,,Soechi Group PT,Indonesia,Inti Energi Line PT,Inti Energi Line PT,Indonesia,Jakarta,Indonesia,2019-11-01 00:00:00,,
TANTO HAWARI,8419477,General Cargo Ship,3666,1892,1985,Niue,Indonesia,,Tanto Intim Line PT,Indonesia,Tanto Intim Line PT,Tanto Intim Line PT,Indonesia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
S TAN,8115590,Container Ship (Fully Cellular),9909,5473,1982,Palau,Indonesia,Tanto Star,Tanto Intim Line PT,Indonesia,Tanto Intim Line PT,Tanto Intim Line PT,Indonesia,Chittagong,Bangladesh,2019-08-01 00:00:00,,
SPRING MAS,9159866,Container Ship (Fully Cellular),16865,7295,1997,Indonesia,,,TEMAS Line,Indonesia,TEMAS Line,TEMAS Line,Indonesia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
SELAT MAS,9104146,Container Ship (Fully Cellular),13941,5719,1995,Indonesia,,,TEMAS Line,Indonesia,TEMAS Line,TEMAS Line,Indonesia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
LIGHT,8308795,"FSO, Oil",38241,12573,1986,St Kitts & Nevis,Indonesia,,Trada Maritime PT,Indonesia,Machtrans Ship Management Pvt,Variant Leading Ltd,British Virgin Islands,Chittagong,Bangladesh,2019-11-01 00:00:00,,
MAIDEN,8818245,Tanker,9959,4815,1991,Palau,Indonesia,Maiden Alpha,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
HARMONY,8819184,Tanker,18033,6096,1989,Palau,Indonesia,Harmony Seven,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
ATLANTIC,8919116,Tanker,18447,6194,1991,Palau,Indonesia,Atlantic Point,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
MEDELIN,9040443,Tanker,25800,8212,1992,Comoros,Indonesia,,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-02-01 00:00:00,,
ATLAS,8717245,Crude/Oil Products Tanker,27450,8947,1989,Indonesia,,Medelin Atlas,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
HONOR,8419362,Products Tanker,4565,2296,1985,Niue,Indonesia,Trust Honor,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-12-01 00:00:00,,
SAMUDERA,8500094,Products Tanker,4267,2283,1985,Niue,Indonesia,Pelita Samudera,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-12-01 00:00:00,,
STANDARD,8808329,Chemical/Products Tanker,13091,4850,1989,Niue,Indonesia,,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Chittagong,Bangladesh,2019-12-01 00:00:00,,
FOUR STAR,9280835,Container Ship (Fully Cellular),53453,19838,2004,Palau,Israel,,Zim Integrated Shipping Servs,Israel,Zim Integrated Shipping Servs,Zim Barcelona Maritime Ltd,Liberia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
WINNER,9288904,Container Ship (Fully Cellular),54626,20895,2004,Palau,Israel,,Zim Integrated Shipping Servs,Israel,Zim Integrated Shipping Servs,Zim Haifa Maritime Ltd,Liberia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
AMT EXPLORER,8405892,"Deck Cargo Pontoon, non propelled",5814,2226,1984,Malta,,,Augustea Group Srl,Italy,Augustea Maritime Trans Ltd,Augustea Maritime Trans Ltd,Malta,Aliaga,Turkey,2019-08-01 00:00:00,,
T AGADIR,9122045,Container Ship,16800,7582,1996,Palau,Liberia,Cielo Di Agadir,d'Amico Societa di Navigazione,Italy,CMA CGM SA The French Line,d'Amico Dry Ltd,Ireland,Alang,India,2019-01-01 00:00:00,,
NORMAN ATLANTIC,9435466,Passenger/Ro-Ro Ship (Vehicles),26904,,2009,Italy,,,Levantina Trasporti Srl,Italy,Visemar di Navigazione Srl,Visemar di Navigazione Srl,Italy,Aliaga,Turkey,2019-07-01 00:00:00,,
