BO Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Next to last,Date of change,Commercial operator,Registered owner,Destination yard,Beaching date,Built in (y),Type of ship,Sub-type of ship,LDT,USD/ton
United States of America,Tidewater Incorporated ,Ghent,7435606,India ,,,Tidewater Incorporated ,Tidewater Offshore (1984-GP) Incorporated ,"Mumbai, India",2013-01-01 00:00:00,1976,Miscellaneous,Anchor Handling Fire Fighting Tug/Supply Vessel,,
Unknown,Unknown,Ckua,7422271,Tanzania ,,,Unknown,Lavorni Shipping Limited Corporation ,"Alang, India",2013-12-05 00:00:00,1976,Miscellaneous,Tug/Supply Vessel,,
Belgium,COBELFRET Group,Ranine,7720477,Belize ,,,COBELFRET Group,Roroco NV ,"Chittagong, Bangladesh",2013-08-25 00:00:00,1978,Passenger Ship,RoRo,3252,
Brazil,Transroll Navegacao S.A.,Intrepido,8708517,Tanzania ,Brazil,2013-06-01 00:00:00,Transroll Navegacao S.A.,Transroll Navegacao S.A.,"Alang, India",2013-10-06 00:00:00,1991,Passenger Ship,RoRo,8751,
Brazil,Transroll Navegacao S.A.,Alianca Maracana,9007271,Brazil ,,,Transroll Navegacao S.A.,Transroll Navegacao S.A.,"Aliaga, Turkey",2013-04-19 00:00:00,1992,Passenger Ship,RoRo,,
Brazil,Transroll Navegacao S.A.,Pendant,8708529,Sierra Leone ,Brazil,2013-01-30 00:00:00,Transroll Navegacao S.A.,Transroll Navegacao S.A.,"Aliaga, Turkey",2013-07-16 00:00:00,1992,Passenger Ship,RoRo,,
Cyprus,Interorient Navigation Company Limited,Atlantic Dream,8811352,Malta ,,,Interorient Navigation Company Limited,Atlantic Project Shipping Limited ,"Alang, India",2013-10-06 00:00:00,1988,Passenger Ship,RoRo,8920,
Cyprus,Louis plc,Caly,6715372,Saint Kitts and Nevis,Greece,2013-03-06 00:00:00,Louis Cruises Limited ,Calypso Navigation Limited ,"Alang, India",2013-04-10 00:00:00,1965,Passenger Ship,Cruise Ship,,
Cyprus,Acheon Akti Navigation Company Limited,Venus,7111078,Malta ,,,Acheon Akti Navigation Company Limited,East Mediterranean Cruises S. A. ,"Aliaga, Turkey",2013-03-28 00:00:00,1971,Passenger Ship,RoRo,,
Cyprus,Enricest Limited,Rochdale One,7411959,Togo ,Cyprus,2013-07-29 00:00:00,Enricest Limited,Enricest Limited,"Aliaga, Turkey",2013-07-29 00:00:00,1977,Passenger Ship,RoRo,,
Cyprus,Salamis Lines Limited,Los,7521950,Sierra Leone ,Cyprus,2012-12-22 00:00:00,Salamis Lines Limited,Athlos Navigation Company Limited ,"Aliaga, Turkey",2013-01-01 00:00:00,1977,Passenger Ship,RoRo,,
Egypt,Government of Egypt,Aburdees,7721380,Egypt,,,Misr Shipping Company ,Misr Shipping Company ,"Alang, India",2013-04-26 00:00:00,1983,Passenger Ship,RoRo,,
Finland,RG Line OY,RG 1,8306577,Finland,,,RG Line OY,RG Line OY,"Grenaa, Denmark",2013-05-01 00:00:00,1983,Passenger Ship,RoRo,,
France,CMA CGM S.A. ,Elmas,7704605,Bahamas ,,,SCAC Delmas Vieljeux ,Otal Investments Limited ,"Alang, India",2013-05-21 00:00:00,1979,Passenger Ship,RoRo,17294,
France,CMA CGM S.A. ,Ram,8315205,Saint Kitts and Nevis,United Kingdom,2013-09-27 00:00:00,CMA CGM S.A. ,CMA CGM S.A. ,"Alang, India",2013-09-25 00:00:00,1985,Passenger Ship,RoRo,14222,
France,Compagnie Nationale de Navigation SAS (CNN),Patricia B,7702528,Panama ,France,2013-01-29 00:00:00,Compagnie Maritime Nantaise - M.N. SaS ,Compagnie Maritime Nantaise - M.N. SaS ,"Aliaga, Turkey",2013-02-18 00:00:00,1979,Passenger Ship,RoRo,,
France,Societe Nationale Maritime Corse Mediterranee (SNCM),Beau,7715379,Panama ,France,2013-06-29 00:00:00,Societe Nationale Maritime Corse Mediterranee (SNCM),Societe Nationale Maritime Corse Mediterranee (SNCM),"Aliaga, Turkey",2013-07-04 00:00:00,1979,Passenger Ship,RoRo,,
France,CMA CGM S.A. ,Lucie,7704590,Saint Kitts and Nevis,Bahamas,2013-07-19 00:00:00,SCAC Delmas Vieljeux ,Otal Investments Limited ,"Chittagong, Bangladesh",2013-06-22 00:00:00,1978,Passenger Ship,RoRo,17249,
Greece,Hellenic Seaways Maritime S.A.,Hellenic Trader,7419456,Greece ,,,Hellenic Seaways Maritime S.A.,Hellenic Seaways Cargo Shipping Company ,"Alang, India",2013-12-31 00:00:00,1975,Passenger Ship,RoRo,,
Greece,Dedalos N.E.,Aegean Star,7502942,Greece ,,,Dedalos N.E.,Dedalos N.E.,"Aliaga, Turkey",2013-10-29 00:00:00,1977,Passenger Ship,RoRo,,
Greece,Flanmare Shipping Incorporated,Lopi,7400261,Togo ,Cyprus,2013-07-16 00:00:00,Flanmare Shipping Incorporated,Penelope Shipping Company Limited ,"Aliaga, Turkey",2013-07-16 00:00:00,1975,Passenger Ship,RoRo,,
Greece,Ilion Lines S.A.,Filippos,7321972,Greece ,,,Ilion Lines S.A.,Greenbriar Shipping Corporation ,"Aliaga, Turkey",2013-06-08 00:00:00,1973,Passenger Ship,RoRo,,
Greece,Maritime Company of Lesvos S.A. (NEL Lines),Colossus,8613073,Malta ,,,Maritime Company of Lesvos S.A. (NEL Lines),Gold Star Shipping Limited ,"Mumbai, India",2013-10-30 00:00:00,1987,Passenger Ship,RoRo,,
India,Academy of Maritime Education and Training (India),Amet Majesty,7360198,Panama,,,Academy of Maritime Education and Training (India),Academy of Maritime Education and Training (India),"Alang, India",2013-03-28 00:00:00,1975,Passenger Ship,RoRo,9046,
India,The Shipping Corporation of India Limited ,Tipu Sultan,7350258,India,,,The Shipping Corporation of India Limited ,Administration of Union Territory of Lakeshadweep ,"Azhikkal, India ",2013-03-02 00:00:00,1982,Passenger Ship,RoRo,,
Italy,Ignazio Messina & C. S.p.A. ,Jolly Grigio,7616353,Italy ,,,Ignazio Messina & C. S.p.A. ,Ignazio Messina & C. S.p.A. ,"Alang, India",2013-06-07 00:00:00,1977,Passenger Ship,RoRo,,
Italy,Tirrenia Compagnia Italiana di Navigazione S.p.A.,Clodiar,7717377,Saint Kitts and Nevis,Italy,2013-02-14 00:00:00,Tirrenia Compagnia Italiana di Navigazione S.p.A.,Tirrenia Compagnia Italiana di Navigazione S.p.A.,"Alang, India",2013-04-27 00:00:00,1980,Passenger Ship,RoRo,,
Italy,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,New York,7602132,Saint Kitts and Nevis,Italy,2012-11-02 00:00:00,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,"Alang, India",2013-06-28 00:00:00,1981,Passenger Ship,RoRo,9348,
Italy,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,Nomt,7602118,Saint Kitts and Nevis,Italy,2013-02-02 00:00:00,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,Tirrenia Compagnia Italiana di Navigazione S.p.A. (Tirrenia Group) ,"Alang, India",2013-04-02 00:00:00,1980,Passenger Ship,RoRo,,
Italy,Aliscafi SNAV SpA (SNAV SpA),Santa Lucia Luntana,5312355,Italy ,,,Navigazione Libera del Golfo S.r.L. ,Navigazione Libera del Golfo S.r.L. ,"Aliaga, Turkey",2013-06-06 00:00:00,1956,Passenger Ship,RoRo,,
Italy,Amedeo Matacena,Athos Matacena,8949941,Madeira ,,,Amedeo Matacena,Amadeus S.p.A. ,"Aliaga, Turkey",2013-12-21 00:00:00,1969,Passenger Ship,RoRo,,
Italy,Armamento Sardo Srl,Delfino Bianco,7525310,Italy ,,,Armamento Sardo Srl,Armamento Sardo Srl,"Aliaga, Turkey",2013-03-25 00:00:00,1979,Passenger Ship,RoRo,,
Italy,Armamento Sardo Srl,Delfino Grigio,7525322,Italy ,,,Armamento Sardo Srl,Armamento Sardo Srl,"Aliaga, Turkey",2013-03-12 00:00:00,1978,Passenger Ship,RoRo,,
Italy,Cafiero Mattioli Group (CA.FI.MA.) ,Moby Fantasy,7387706,Italy ,,,Augustea Imprese Marittime e di Salvataggi S.p.A. ,Augustea Imprese Marittime e di Salvataggi S.p.A. ,"Aliaga, Turkey",2013-09-03 00:00:00,1976,Passenger Ship,RoRo,,
Italy,Grendi Trasporti Marittimi S.p.A.,Esprit,7713383,Italy ,,,Grendi Trasporti Marittimi S.p.A.,3M Shipping S.p.A. ,"Aliaga, Turkey",2013-12-20 00:00:00,1979,Passenger Ship,RoRo,,
Italy,Grimaldi Group Napoli,Setubal Express,8858788,Sierra Leone ,Malta,2013-05-30 00:00:00,Grimaldi Compagnia di Navigazione S.p.A. (GRINAVI) ,Malta Motorways of the Sea Limited ,"Aliaga, Turkey",2013-06-01 00:00:00,1992,Passenger Ship,RoRo,,
Italy,Onorato Group,Massimo M.,7411387,Italy ,,,Moby S.p.A. ,Moby S.p.A. ,"Aliaga, Turkey",2013-10-25 00:00:00,1975,Passenger Ship,RoRo,,
Italy,Ustica Lines S.p.A.,Gianni Morace,7719818,Togo ,Italy,2013-02-07 00:00:00,Ustica Lines S.p.A.,Ustica Lines S.p.A.,"Aliaga, Turkey",2013-02-07 00:00:00,1980,Passenger Ship,RoRo,,
Italy,Grimaldi Group Napoli ,Eurocargo Europa,7909970,Malta ,,,Grimaldi Compagnia di Navigazione S.p.A. (GRINAVI) ,Malta Motorways of the Sea Limited ,"Chittagong, Bangladesh",2013-12-08 00:00:00,1981,Passenger Ship,RoRo,12949,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Cosmos Venture,8600143,Liberia,,,Mitsui O.S.K. Lines Limited (MOL) ,Pacific Venture Shipping S.A. ,"Alang, India",2013-02-26 00:00:00,1986,Passenger Ship,RoRo,11928,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Solar Wing,8708244,Liberia ,,,Mitsui O.S.K. Lines Limited (MOL) ,Wing Car Carrier S.A. ,"Alang, India",2013-12-05 00:00:00,1988,Passenger Ship,RoRo,11315,
Japan,Shoei Kisen Kaisha Limited,Seijin,8417572,Panama,,,Shoei Kisen Kaisha Limited,San Clemente Shipping S.A. (50%) & Tokyo Sangyo Kaisha Limited (50%) ,"Alang, India",2013-01-10 00:00:00,1985,Passenger Ship,RoRo,,
Japan,Kawasaki Kisen Kaisha Limited ('K' Line),Hokkaido,9206243,Tuvalu ,Japan,2013-03-26 00:00:00,Kawasaki Kinkai Kisen K.K. ,Kawasaki Kinkai Kisen K.K. ,"Xinhui, China",2013-04-11 00:00:00,1999,Passenger Ship,RoRo,,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Asian Spirit,8600208,Liberia ,,,MOL Ship Management Company Limited ,World Car Carriers Incorporated ,"Zhangjiagang, China",2013-02-25 00:00:00,1988,Passenger Ship,RoRo,,
Malaysia,SMS Ship Management Services Sendirian Berhad,PWP 1,8111790,Malaysia ,,,Mujur Bakat Sendirian Berhad ,Mujur Shipping Sendirian Berhad ,"Shiqiao, China",2013-01-24 00:00:00,1982,Passenger Ship,RoRo,,
Malta,Island Ferry Three Company Limited,Mecklenburg,5266489,Unknown,,,Island Ferry Three Company Limited,Island Ferry Three Company Limited,"Aliaga, Turkey",2013-01-01 00:00:00,1960,Passenger Ship,RoRo,,
Marshall Islands,Ragtime Maritime Limited,Okeanis,5120752,Sierra Leone ,Greece,2013-01-23 00:00:00,Ragtime Maritime Limited,Ragtime Maritime Limited,"Aliaga, Turkey",2013-06-01 00:00:00,1962,Passenger Ship,RoRo,,
Monaco,Sammy Ofer Group Monaco ,Hyundai No. 108,8608133,Liberia,,,Zodiac Maritime Agencies Limited ,Heath Navigation (No.2) S.A. ,"Chittagong, Bangladesh",2013-02-26 00:00:00,1987,Passenger Ship,RoRo,9790,
Monaco,Sammy Ofer Group Monaco,Hyundai No. 109,8608145,Liberia,,,Zodiac Maritime Agencies Limited ,Isoac Navigation (No.2) S.A. ,"Chittagong, Bangladesh",2013-04-11 00:00:00,1987,Passenger Ship,RoRo,,
Montenegro,Adriatic Lines S.A.,Sveti Stefan,7527899,Bahamas ,,,Adriatic Lines S.A.,Montenegrin Maritime Lines Corporation ,"Aliaga, Turkey",2013-04-25 00:00:00,1977,Passenger Ship,RoRo,,
Morocco,Compagnie Maritime Maroco-Norvegienne (COMARIT),Biladi,7824912,Togo ,Morrocco,2013-07-16 00:00:00,Compagnie Maritime Maroco-Norvegienne (COMARIT),Compagnie Maritime Maroco-Norvegienne (COMARIT),"Aliaga, Turkey",2013-07-16 00:00:00,1980,Passenger Ship,RoRo,,
Morocco,Reduan Ferry S.a.r.l.,Beni Sidel,7909932,Togo ,Morocco,2013-05-13 00:00:00,Reduan Ferry S.a.r.l.,Reduan Ferry S.a.r.l.,"Aliaga, Turkey",2013-05-14 00:00:00,1982,Passenger Ship,RoRo,,
Norway,Tor Husjord Management A/S,Ocean Team,7528130,Saint Vincent and the Grenadines ,,,Team Ship AS ,Team Ship Project APS ,"Aliaga, Turkey",2013-06-11 00:00:00,1976,Passenger Ship,RoRo,,
Norway,Hoegh Autoliners Management AS,Hoegh Transit,8013613,Norway,,,Hoegh Autoliners Management AS,Hoegh Autoliners Shipping AS ,"Jiangmen, China",2013-07-13 00:00:00,1981,Passenger Ship,RoRo,13480,
Norway,Wilh. Wilhelmsen ASA ,Tampa,8204951,Norway,,,Wilh. Wilhelmsen ASA ,Wilhelmsen Lines Shipowning AS ,"Jiangyin, China",2013-08-03 00:00:00,1984,Passenger Ship,RoRo,,
Norway,Hoegh Autoliners Management AS ,Hoegh Trapeze,8130966,Norway,,,Hoegh Autoliners Management AS ,Hoegh Autoliners Shipping AS ,"Xinhui, China",2013-07-05 00:00:00,1983,Passenger Ship,RoRo,,
Norway,Hoegh Autoliners Management AS ,Hoegh Traveller,8116908,Norway,,,Hoegh Autoliners Management AS ,Hoegh Autoliners Shipping AS ,"Xinhui, China",2013-02-21 00:00:00,1983,Passenger Ship,RoRo,,
Norway,Hoegh Autoliners Management AS ,Hoegh Tropicana,7903093,Norway,,,Hoegh Autoliners Management AS ,Hoegh Autoliners Shipping AS ,"Xinhui, China",2013-12-31 00:00:00,1980,Passenger Ship,RoRo,,
Norway,Wilh. Wilhelmsen ASA,Terrier,8018168,Norway,,,Wilh. Wilhelmsen ASA,Wilhelmsen Lines Shipowning AS ,"Xinhui, China",2013-11-03 00:00:00,1982,Passenger Ship,RoRo,,
Philippines,Philippine Span Asia Carrier Corporation,Bruno,8005733,Philippines ,,,Philippine Span Asia Carrier Corporation,Philippine Span Asia Carrier Corporation,"Alang, India",2013-11-07 00:00:00,1980,Passenger Ship,RoRo,,
Poland,Polskie Linie Oceaniczne ,Wloclawek,8302313,Malta,,,Polskie Linie Oceaniczne ,Sea Voyager Shipping Limited ,"Alang, India",2013-05-09 00:00:00,1989,Passenger Ship,RoRo,7656,
Russia,Anship Company Limited,Rail Trader-1,7315143,Saint Kitts and Nevis ,,,Anship Company Limited,Kensill Trading Limited,"Aliaga, Turkey",2013-09-06 00:00:00,1973,Passenger Ship,RoRo,,
Russia,Far-Eastern Shipping Company (FESCO) ,Vasiliy Burkhanov,8406717,Russia ,,,Far-Eastern Shipping Company (FESCO) ,Far-Eastern Shipping Company (FESCO) ,"Chittagong, Bangladesh",2013-12-24 00:00:00,1986,Passenger Ship,RoRo,,
Russia,Arctic Shipping Company,Teklibka,7320382,Saint Vincent and the Grenadines ,,,Arctic Shipping Company,Arctic Shipping Company,"Jiangyin, China",2013-02-10 00:00:00,1972,Passenger Ship,RoRo,,
Russia,Far-Eastern Shipping Company (FESCO),FESCO Gavriil,7642493,Marshall Islands ,,,Fesco Wallem Shipmanagement Limited ,Kirdischev Maritime Limited ,"Jiangyin, China",2013-01-24 00:00:00,1976,Passenger Ship,RoRo,,
Russia,Commercial Port of Vladivostok J.S.C.,Primorets,8927876,Sierra Leone ,Russia,2012-12-19 00:00:00,Commercial Port of Vladivostok J.S.C.,Commercial Port of Vladivostok J.S.C.,"Zhangjiagang, China",2013-01-04 00:00:00,1980,Passenger Ship,RoRo,,
Saudi Arabia,The National Shipping Company of Saudi Arabia (Bahri),Abha,8121745,Saudi Arabia,,,The National Shipping Company of Saudi Arabia (Bahri),The National Shipping Company of Saudi Arabia (Bahri),"Alang, India",2013-02-01 00:00:00,1983,Passenger Ship,RoRo,18665,
Saudi Arabia,The National Shipping Company of Saudi Arabia (Bahri),Diriya,8121757,Saint Kitts and Nevis,Saudi Arabia,2013-03-27 00:00:00,The National Shipping Company of Saudi Arabia (Bahri),The National Shipping Company of Saudi Arabia (Bahri),"Alang, India",2013-04-10 00:00:00,1983,Passenger Ship,RoRo,,
Saudi Arabia,The National Shipping Company of Saudi Arabia (Bahri),Prism,8121771,Comoros ,Saudi Arabia,2013-10-30 00:00:00,The National Shipping Company of Saudi Arabia (Bahri),The National Shipping Company of Saudi Arabia (Bahri),"Alang, India",2013-11-08 00:00:00,1983,Passenger Ship,RoRo,18764,440
Saudi Arabia,The National Shipping Company of Saudi Arabia (Bahri),Hofuf,8121769,Comoros ,Saudi Arabia,2013-09-14 00:00:00,The National Shipping Company of Saudi Arabia (Bahri),The National Shipping Company of Saudi Arabia (Bahri),"Chittagong, Bangladesh",2013-10-24 00:00:00,1983,Passenger Ship,RoRo,18578,430
South Korea,EUKOR Car Carriers Incorporated,Morning Spruce,7917563,South Korea ,Singapore,2012-08-19 00:00:00,EUKOR Car Carriers Incorporated,EUKOR Car Carriers Incorporated,"Xinhui, China ",2013-07-29 00:00:00,1981,Passenger Ship,RoRo,,
Sweden,Stena Group,Stena Voyager,9080209,United Kingdom,,,Northern Marine Management Limited ,Stena Ferries Limited ,"Landskrona, Sweden",2013-06-27 00:00:00,1996,Passenger Ship,RoRo,,
Taiwan,Asia Star Cruise Management,Formosa Queen,7005190,Panama ,,,Asia Star Cruise Management,Formosa Queen Corporation ,China,2013-10-20 00:00:00,1970,Passenger Ship,Cruise Ship,,
Taiwan,Taiwan Maritime Transportation Company Limited (TMT Company Limited),Ducky Spirit,8903222,Taiwan ,,,Taiwan Maritime Transportation Company Limited (TMT Company Limited),Taiwan Maritime Transportation Company Limited (TMT Company Limited),China,2013-12-31 00:00:00,1990,Passenger Ship,RoRo,,
Thailand,K.K. Regional Navigation Sendirian Berhad,Jasa Aman,8202305,Malaysia ,,,K.K. Regional Navigation Sendirian Berhad,K.K. Regional Navigation Sendirian Berhad,"Xinhui, China",2013-02-06 00:00:00,1982,Passenger Ship,RoRo,,
Tunisia,Compagnie Tunisienne de Navigation S.A. (CTN),Habi,7631236,Tanzania ,Tunisia,2013-06-29 00:00:00,Compagnie Tunisienne de Navigation S.A. (CTN),Compagnie Tunisienne de Navigation S.A. (CTN),"Alang, India",2013-08-08 00:00:00,1978,Passenger Ship,RoRo,7973,
Turkey,Ulusoy Denizyollari Isletmeciligi A.S.,Soy 10,7430711,Saint Kitts and Nevis,Turkey,2013-05-18 00:00:00,Ulusoy Denizyollari Isletmeciligi A.S.,Ulusoy RoRo Isletmeleri A.S. ,"Alang, India",2013-05-31 00:00:00,1979,Passenger Ship,RoRo,8713,
Turkey,Fergun Denizcilik (Shipping) Limited Sirketi,Azzurra,6406373,Moldova,,,Fergun Denizcilik (Shipping) Limited Sirketi,East Med Line FZ-LLC ,"Aliaga, Turkey",2013-03-26 00:00:00,1964,Passenger Ship,RoRo,,
Turkey,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Biga 1,7709045,Turkey ,,,Gestas Deniz Ulasim Turizm Ticaret Anonim Sirketi,Canakkale IL Ozel Idaresi ,"Aliaga, Turkey",2013-03-05 00:00:00,1983,Passenger Ship,RoRo,,
Turkey,Iskomarine Shipping Company,Global Carrier,8111764,Antigua and Barbuda ,,,Iskomarine Shipping Company,Navired Corporation ,"Aliaga, Turkey",2013-05-01 00:00:00,1982,Passenger Ship,RoRo,,
Turkey,Ulusoy Denizyollari Isletmeciligi A.S.,Ulusoy-7,7430709,Turkey ,,,Ulusoy Denizyollari Isletmeciligi A.S.,Ulusoy Gemi Isletmeleri A.S. ,"Aliaga, Turkey",2013-11-26 00:00:00,1979,Passenger Ship,RoRo,,
Turkey,Yeditepe Ro-Ro Nakliyat Servis Hizmetleri Ticaret Limited Sirketi,Yeditepe,7047394,Sierra Leone ,Turkey,2012-06-28 00:00:00,Yeditepe Ro-Ro Nakliyat Servis Hizmetleri Ticaret Limited Sirketi,Kaan Shipping Limited ,"Aliaga, Turkey",2013-04-24 00:00:00,1971,Passenger Ship,RoRo,,
Ukraine,Lumar S.A. ,Atlantic Trader,8314677,Malta ,,,Lumar Shipping & Chartering S.A. ,Atlantic Trader Nav. Limited ,"Alang, India",2012-11-25 00:00:00,1986,Passenger Ship,RoRo,,
United Kingdom,Imperial Shipping Limited,Thebeland,7718498,United Kingdom,,,Imperial Shipping Limited,Thebeland Limited ,"Alang, India",2013-12-22 00:00:00,1978,Passenger Ship,RoRo,,
United States,Seaboard Corporation,Vegas,7208194,Tuvalu,Panama,2013-02-17 00:00:00,Seaboard Marine Limited ,Almacenajes del Istmo S.A. ,"Alang, India",2013-05-14 00:00:00,1972,Passenger Ship,RoRo,4939,
United States of America,Seaboard Corporation,Interboard,7820411,Saint Kitts and Nevis,Panama,2013-03-31 00:00:00,Seaboard Marine Limited ,Seaboard Intrepid Limited ,"Alang, India",2013-04-30 00:00:00,1980,Passenger Ship,RoRo,7174,
United States of America,Seaboard Corporation,Optima,7812842,Sierra Leone,Panama,2012-12-29 00:00:00,Seaboard Marine Limited ,SM Florida Limited ,"Alang, India",2013-02-26 00:00:00,1979,Passenger Ship,RoRo,8100,
United States of America,Seaboard Corporation,Shiva,7812830,Tuvalu,,,Seaboard Marine Limited ,Seaboard Star Limited ,"Alang, India",2013-02-02 00:00:00,1979,Passenger Ship,RoRo,8238,
United States of America,Seaboard Corporation,Victory,8200589,Saint Kitts and Nevis,Panama,2013-04-22 00:00:00,Seaboard Marine Limited ,Seaboard Victory Limited ,"Alang, India",2013-06-10 00:00:00,1983,Passenger Ship,RoRo,,
United States of America,Royal Caribbean Cruises Limited,Antic,8024026,Togo,Malta,2013-02-28 00:00:00,Pullmantur S.A. ,Pullmantur Cruises Sky Wonder Limited ,"Aliaga, Turkey",2013-04-08 00:00:00,1984,Passenger Ship,Cruise Ship,,
United States of America,Royal Caribbean Cruises Limited,Acif,7018563,Togo,Bahamas,2013-08-06 00:00:00,Pullmantur S.A. ,Pullmantur S.A. ,"Aliaga, Turkey",2013-08-07 00:00:00,1971,Passenger Ship,Cruise Ship,,
United States of America,SaltChuk Resources Incorporated,Great Land,7420493,United States of America,,,Totem Ocean Trailer Express Incorporated (TOTE) ,Totem Ocean Trailer Express Incorporated (TOTE) ,"Brownsville, Texas, United States of America",2013-05-12 00:00:00,1975,Passenger Ship,RoRo,,
Unknown,Unknown,Apollonia,7229514,Moldova,,,Unknown,Unknown,"Aliaga, Turkey",2013-05-09 00:00:00,1973,Passenger Ship,RoRo,,
Unknown,Unknown,Birlik 1,7325241,Panama ,,,Unknown,Unknown,"Aliaga, Turkey",2013-06-03 00:00:00,1973,Passenger Ship,RoRo,,
Unknown,Unknown,Lider Novo,7713371,Belize ,Italy,2013-02-10 00:00:00,Unknown,Unknown,"Aliaga, Turkey",2013-05-03 00:00:00,1979,Passenger Ship,RoRo,,
Unknown,Unknown /P&O,Ostend Spirit,8517748,United Kingdom,,,Unknown,Unknown,"Aliaga, Turkey",2013-11-14 00:00:00,1986,Passenger Ship,RoRo,,
Unknown,Unknown,Vaagen,7724241,Belize ,,,Unknown,Goole Holdings Limited ,"Aliaga, Turkey",2013-08-29 00:00:00,1980,Passenger Ship,RoRo,,
Cayman Islands,Siem Industries Incorporated,Timaru Star,8917596,Bermuda ,,,Siem Shipping Incorporated ,Star Reefers Shipowning Incorporated ,"Aliaga, Turkey",2013-07-31 00:00:00,1993,Specialised Cargo Ship,Reefer,,
Germany,Ost-West-Handel und Schiffahrt GmbH,Baltic Sun,7632280,Saint Vincent and the Grenadines ,,,Ost-West-Handel und Schiffahrt GmbH,Algae Shipping Company Limited S.A. ,"Alang, India",2013-12-04 00:00:00,1978,Specialised Cargo Ship,Reefer,7277,
Germany,Ost-West-Handel und Schiffahrt GmbH ,Baltic Night,7800605,Saint Vincent and the Grenadines ,,,Ost-West-Handel und Schiffahrt GmbH ,Ayrton Business Limited ,"Aliaga, Turkey",2013-09-26 00:00:00,1980,Specialised Cargo Ship,Reefer,,
Germany,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH ,Neerlandic,8411504,Antigua and Barbuda ,,,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH ,ms Neerlandic NTH Schiffahrts GmbH & Company KG ,"Aliaga, Turkey",2013-02-08 00:00:00,1997,Specialised Cargo Ship,Reefer,,
Hong Kong,Novostar Marine Limited,Dnepro,8326096,Moldova ,,,Novostar Marine Limited,Novostar Marine Limited,"Aliaga, Turkey",2013-02-04 00:00:00,1983,Specialised Cargo Ship,Reefer,,
Hong Kong,Yu Ji Ship Management Company Limited,Zhong Hao,7809261,Cambodia ,,,Yu Ji Ship Management Company Limited,ZH Hong Kong Company Limited ,"Zhoushan, China",2013-04-29 00:00:00,1980,Specialised Cargo Ship,Reefer,,
Japan,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Copihue,8811857,Comoros ,Panama,2013-07-31 00:00:00,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Sasanqua Shipping S.A. ,"Alang, India",2013-08-10 00:00:00,1988,Specialised Cargo Ship,Reefer,3995,
Latvia,SIA Roko Shipmanagement,Ji Yang,8223373,Saint Kitts and Nevis,,,SIA Roko Shipmanagement,Yilixiang Marine Engineering Company Limited ,"Alang, India",2013-12-23 00:00:00,1983,Specialised Cargo Ship,Reefer,4085,
North Korea,Government of North Korea,Da Bak Sol,8882155,North Korea ,,,"Korea,Government of the Democratic People's Republic of ",Magnolia Mga Shipping Company Limited ,"Jiangyin, China",2013-02-22 00:00:00,1975,Specialised Cargo Ship,Reefer,,
Russia,Akfes Joint Stock Company A/O,Otomar Oshkaln,7306544,Russia ,,,Akfes Joint Stock Company A/O,Akfes Joint Stock Company A/O,"Zhangjiagang, China ",2013-01-01 00:00:00,1973,Specialised Cargo Ship,Reefer,,
Russia,Sail Company Limited,Selenitovyy,7828712,Russia ,,,Sail Company Limited,Sail Company Limited,"Zhangjiagang, China ",2013-04-20 00:00:00,1979,Specialised Cargo Ship,Reefer,,
Saudi Arabia,Abbar & Zainy Group of Companies ,Al Moshtaree,8211459,Saudi Arabia,,,Star Marine Transportation Company ,Star Marine Transportation Company ,"Alang, India",2013-02-13 00:00:00,1983,Specialised Cargo Ship,Reefer,8489,
Saudi Arabia,Ali Abedullah Mouhkam Bahakim,Mabrookah,7903732,Comoros ,,,Ali Abedullah Mouhkam Bahakim,Ali Abedullah Mouhkam Bahakim,"Aliaga, Turkey",2013-05-14 00:00:00,1980,Specialised Cargo Ship,Reefer,,
Taiwan,Sun Victory Shipping S.A.,Sun Big No.3,7352804,Kiribati ,,,Sun Victory Shipping S.A.,Sun Victory Shipping S.A.,"Zhangjiagang, China ",2013-04-23 00:00:00,1973,Specialised Cargo Ship,Reefer,,
United States of America,Maritime Management LLC,Maranjos,7638363,Panama ,Namibia,2013-10-09 00:00:00,Maritime Management AS ,Northern Boulonnais Proprietary Limited ,"Alang, India",2013-12-31 00:00:00,1978,Specialised Cargo Ship,,1773,
