VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,Unnamed: 6,NAME CHANGE,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Msc Didem,8517891,Fully Cellular Containership,35598,1987,Panama,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Didem SA ,Hong Kong,Alang,India,2017-03-01 00:00:00,,
Msc Claudia,8803410,Fully Cellular Containership,50538,1989,Liberia,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Claudia Maritime Limited ,Liberia,Alang,India,2017-04-01 00:00:00,,
Msc Alice,8714190,Fully Cellular Containership,35598,1988,Panama,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Udal Corporation ,Panama,Alang,India,2017-04-01 00:00:00,,
Msc Eugenia,9000493,Fully Cellular Containership,53521,1992,Panama,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Compania Naviera Fiorenza S.A. ,Panama,Alang,India,2017-02-01 00:00:00,,
Msc Giorgia,8408818,Container Ship,22667,1985,Panama,,Maya,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Wondtyra Corp,Panama,Alang,India,2017-09-01 00:00:00,,
Confignon,9143051,Bulk Carrier,85437,1997,Bermuda,,,Swissmarine Corporation Limited ,Switzerland,SwissMarine Services SA ,Voile Investments Limited ,Bermuda,Gadani,Pakistan,2017-01-01 00:00:00,,
Cornavin,9169378,Bulk Carrier,85695,1999,Bermuda,,,Swissmarine Corporation Limited ,Switzerland,SwissMarine Services SA ,Maven Holdings Limited ,Bermuda,Gadani,Pakistan,2017-02-01 00:00:00,,
Noor S.,7365930,General Cargo With Container Capacity,2632,1974,Moldova,,,Phoenicia Maritime Company LLC ,Syria,Phoenicia Maritime Company LLC ,Phoenicia Maritime Company LLC ,Syria,Aliaga,Turkey,2017-03-01 00:00:00,,
Ahmed N.,7011462,Livestock,4592,1970,Tanzania,,,Star Marine KN ,Syria,Star Marine KN ,Hussam Maritime S.A. ,Tanzania,Alang,India,2017-02-01 00:00:00,,
Amal Star,7229758,General Cargo With Container Capacity,5202,1972,Sierra Leone,,,Syrian Shipmanagement Company ,Syria,Syrian Shipmanagement Company ,Conroy Navigation Limited ,Georgia,Alang,India,2017-01-01 00:00:00,,
Amal  ,8301412,General Cargo With Container Capacity,3046,1983,Sierra Leone,,Amal O,Syrian Shipmanagement Company ,Syria,Syrian Shipmanagement Company ,Dover Silver Shipping Company SA ,Tanzania,Alang,India,2017-01-01 00:00:00,,
Nation Prosperity,8500185,General Cargo,5757,1985,Taiwan,,Grace Prosperous,Guo Chang Maritime Co Ltd,Taiwan,Guo Chang Maritime Co Ltd,Guo Chang Maritime Co Ltd,Taiwan,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Iron Mong,8818922,Tanker,57450,1990,Palau,Liberia,,TMT Co Ltd,Taiwan,Great Elephant Corp,Iron Monger 3 Co Ltd,China,Alang,India,2017-10-01 00:00:00,,
Sapai,8820729,General Cargo,17590,1989,Panama,,,Unison Marine Corporation ,Taiwan,Unison Marine Corporation ,Carlton Navigation S.A. ,Panama,Chittagong,Bangladesh,2017-04-01 00:00:00,,
Concordo,9012862,Container Ship,12405,1992,Comoros,Indonesia,,Evergreen Marine Corp,Taiwan ,Evergreen Marine Corp,Evergreen Marine Corp,Taiwan ,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Concerto,9012874,Container Ship,12405,1993,Comoros,,,Evergreen Marine Corp,Taiwan ,Evergreen Marine Corp,Evergreen Marine Corp,Taiwan ,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Ocean Rescuer,8126991,Anchor Handling Tug/Supply,1316,1983,St Kitts & Nevis,,,RJ Maritime Consultancy Limited ,Tanzania,RJ Maritime Consultancy Limited ,RJ Maritime Consultancy Limited ,Tanzania,Chittagong,Bangladesh,2017-03-01 00:00:00,,
B. P. P. 25,7900895,Tanker,1344,1979,Thailand,,Sri Thep Thai,BPP Supply Co Ltd,Thailand,BPP Supply Co Ltd,BPP Supply Co Ltd,Thailand,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Kulthara,9160970,General Cargo,8892,1998,Thailand,,,Gunkul Engineering Co Ltd,Thailand,Gunkul Trading & Agency Co Ltd,Kulnatee Co Ltd,Thailand,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Danai 4,8613530,Product Tanker,964,1986,Thailand,,,Laemthong International Lines Company Limited ,Thailand,Thai International Tankers Company Limited ,Thai International Tankers Company Limited ,Thailand,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Danai 3,8312306,Product Tanker,986,1983,Thailand,,,Laemthong International Lines Company Limited ,Thailand,Thai International Tankers Company Limited ,SB Tankers ,Thailand,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Orapin 4,8210027,Product Tanker,2176,1983,Thailand,,,Laemthong International Lines Company Limited ,Thailand,Thai International Tankers Company Limited ,Thai Petroleum Tankers Company Limited ,Thailand,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Navakun 17,7930448,Liquefied Petroleum Gas Carrier,696,1980,Thailand,,,Navakun Transport Company Limited ,Thailand,Navakun Transport Company Limited ,Navakun Transport Company Limited ,Thailand,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Pp 2,8518663,Liquefied Gas Tanker,989,1985,Thailand,,Maria,PP Global Line Co Ltd,Thailand,PP Global Line Co Ltd,PP Global Line Co Ltd,Thailand,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Sea Zenith,8519459,General Cargo With Container Capacity,5548,1987,Thailand,,,Sang Thai & Sinsimon Group of Companies ,Thailand,Sinsimon Navigation Company Limited ,S. Carriers 2000 Company Limited ,Thailand,Chittagong,Bangladesh,2017-02-01 00:00:00,,
Stjerneborg,8508369,Roll On Roll Off With Container Capacity,20370,1994,Singapore,,,T.I.M Ship Management Company Limited ,Thailand,T.I.M Ship Management Company Limited ,Medusa (Singapore) Private Limited ,Singapore,Aliaga,Turkey,2017-06-01 00:00:00,,
Thor Horizon,9137117,Bulk Carrier,32491,2002,Singapore,,,Thoresen Thai Agencies PCL,Thailand,Oldendorff Carriers GmbH & Co,Thor Horizon Shipping Pte Ltd,Singapore,Gadani,Pakistan,2017-11-01 00:00:00,,
Sirinun Nava,9050955,Container Ship,1912,1991,Thailand,,Srichiangthong,Vescon Tugboat & Marine,Thailand,All Oil Co Ltd,All Oil Co Ltd,Thailand,Chittagong,Bangladesh,2017-07-01 00:00:00,,
Ifrikia II,8765620,Floating Production Tanker,62692,1979,Sierra Leone,,,Serept ,Tunisia,Serept ,Etap et Arco ,Tunisia,Aliaga,Turkey,2017-05-01 00:00:00,,
Roro Mersin,6801482,Roll On Roll Off,4779,1967,Turkey,,,Ak-Gunler Denizcilik Isletmeleri Sirketi Limited ,Turkey,Ak-Gunler Denizcilik Isletmeleri Sirketi Limited ,Unal Caginer ,Cyprus,Aliaga,Turkey,2017-05-01 00:00:00,,
Volkan,7529885,Roro Cargo,3304,1977,Sierra Leone,,Isla De Los Volcanes,Akgunler Isletmeleri Sti Ltd,Turkey,Akgunler Isletmeleri Sti Ltd,Akgunler Isletmeleri Sti Ltd,Turkey,Aliaga,Turkey,2017-07-01 00:00:00,,
Flora,8943234,General Cargo,1772,1985,Panama,,,Altintas Mermer Sanayi,Turkey,Kanlar Denizcilik Insaat,Yapi Kredi Finansal Kiralama,Turkey,Aliaga,Turkey,2017-07-01 00:00:00,,
Antakya,7364338,General Cargo,1369,1974,Turkey,,,Arel Denizcilik Ticaret,Turkey,Arel Denizcilik Ticaret,Arel Denizcilik Ticaret,Turkey,Aliaga,Turkey,2017-09-01 00:00:00,,
M. Ada,7730848,General Cargo ,1244,1977,Turkey,,,Arel Denizcilik Ticaret ve Sanayi Anonim Sirketi ,Turkey,Arel Denizcilik Ticaret ve Sanayi Anonim Sirketi ,Arel Denizcilik Ticaret ve Sanayi Anonim Sirketi ,Turkey,Aliaga,Turkey,2017-03-01 00:00:00,,
Bartin,6613639,General Cargo ,597,1967,Turkey,,,Arif Goksu Muessesesi Denizcilik Ticaret ve Sanay A.S. ,Turkey,Arif Goksu Muessesesi Denizcilik Ticaret ve Sanay A.S. ,Goksu Denizcilik Limited Sirketi ,Turkey,Aliaga,Turkey,2017-03-01 00:00:00,,
Arcangelo,8909094,Container Ship,15122,1990,Marshall Islands,,,Arkas Holding AS,Turkey,Arkas Denizcilik ve Nakliyat,Corfu Shipping SA,Marshall Islands,Aliaga,Turkey,2017-07-01 00:00:00,,
Haci Suvari,7120184,General Cargo,994,1971,Turkey,,,Asya Nakliyat ve Dis Ticaret,Turkey,Asya Nakliyat ve Dis Ticaret,Asya Nakliyat ve Dis Ticaret,Turkey,Aliaga,Turkey,2017-11-01 00:00:00,,
Maykop,8230065,General Cargo,2516,1973,Tanzania ,,,AT Shipmanagment Co,Turkey,Kura Maritime Co,Kura Maritime Co,Marshall Islands,Aliaga,Turkey,2017-08-01 00:00:00,,
Diva,8863317,General Cargo,2572,1974,Unknown,,,AT Shipmanagment Co,Turkey,AT Shipmanagement Co,Diva Shipping Co,Marshall Islands,Aliaga,Turkey,2017-09-01 00:00:00,,
Sinan,7520700,General Cargo,962,1977,Turkey,,,Butoni Denizcilik,Turkey,Sinan Gemisi,Butoni Denizcilik,Turkey,Aliaga,Turkey,2017-08-01 00:00:00,,
Defne,7725659,General Cargo ,3127,1980,Panama,,,Caglar Denizcilik Sanayi ve Ticaret Limited Sirketi ,Turkey,Caglar Denizcilik Sanayi ve Ticaret Limited Sirketi ,Caglar Denizcilik Sanayi ve Ticaret Limited Sirketi ,Turkey,Aliaga,Turkey,2017-03-01 00:00:00,,
Tuna,8230041,General Cargo ,2457,1972,Congo,,,Cevahir Denizcilik,Turkey,Cevahir Denizcilik,Mediterranean International Shipping Company Incorporated ,Panama,Aliaga,Turkey,2017-02-01 00:00:00,,
Anka,7051333,General Cargo With Container Capacity,4956,1971,Turkey,,,Ermar Gemi Kiralama ,Turkey,Dogus Denizcilik Sanayi ve Ticaret A.S. ,Dogus Denizcilik Sanayi ve Ticaret A.S. ,Turkey,Aliaga,Turkey,2017-05-01 00:00:00,,
Star S,8202264,Open Hatch Cargo Ship,11896,1983,Panama,,Star Savannah,Gamma Denizcilik Nakliyat,Turkey,Gamma Denizcilik Nakliyat,Luvia Shipping Inc,Panama,Gadani,Pakistan,2017-08-01 00:00:00,,
Rapsodi,7928809,General Cargo With Container Capacity,2323,1980,Panama,,,Gemiciler Denizcilik Nakliyat Spor Yapi Tesisleri Sanayi ve Ticaret Limited Sirketi ,Turkey,Gemiciler Denizcilik Nakliyat Spor Yapi Tesisleri Sanayi ve Ticaret Limited Sirketi ,Solari Shipping S.A. ,Panama,Aliaga,Turkey,2017-03-01 00:00:00,,
Flash,9522879,Bulk Carrier,91373,2009,Malta,,,Genel Denizcilik Nakliyati A.S. (Geden Line) ,Turkey,Genel Denizcilik Nakliyati A.S. (Geden Line) ,Baby Shipping Limited ,Turkey,Aliaga,Turkey,2017-05-01 00:00:00,,
Evana,8701911,Bulk Carrier,8893,1989,Panama,,,GMG Denizcilik Sanayi Ticaret Limited ,Turkey,GMG Denizcilik Sanayi Ticaret Limited ,Evana Shipping Company S.A. ,Panama,Alang,India,2017-03-01 00:00:00,,
Lady Alev,8411695,General Cargo,1861,1985,Panama,,,GN Denizcilik,Turkey,GN Denizcilik ve Acentelik Ltd,Alev Shipping & Trading SA,Panama,Aliaga,Turkey,2017-09-01 00:00:00,,
Nasip,7928665,General Cargo,1710,1980,Panama,,,GN Group Panama Istanbul,Turkey,GN Group Panama Istanbul,Messenger Shipping SA,Panama,Aliaga,Turkey,2017-09-01 00:00:00,,
Gulmar,8400543,Bulk Carrier,16582,1986,Turkey,,,Gulnak Denizcilik Nakliyat,Turkey,Gulnak Denizcilik Nakliyat,Gulmar Denizcilik Nakliyat,Turkey,Gadani,Pakistan,2017-11-01 00:00:00,,
Gunesli,8012592,Passenger Ro/Ro,4476,1981,Turkey,,,Gunesli Denizcilik Iletisim Hizmetleri Turizm Gida Insaat dis Ticaret Limited Sirketi ,Turkey,Gunesli Denizcilik Iletisim Hizmetleri Turizm Gida Insaat dis Ticaret Limited Sirketi ,Gunesli Denizcilik Iletisim Hizmetleri Turizm Gida Insaat dis Ticaret Limited Sirketi ,Turkey,Aliaga,Turkey,2017-02-01 00:00:00,,
Ede,8421808,General Cargo With Container Capacity,5862,1985,Cook Islands,,,HSV Deniz Isletmeciligi ve Ticaret Limited Sirketi ,Turkey,HSV Deniz Isletmeciligi ve Ticaret Limited Sirketi ,Ede Shipping & Trading N.V. ,Curacao,Aliaga,Turkey,2017-05-01 00:00:00,,
Trader,8003888,General Cargo With Container Capacity,1527,1980,Tanzania,,,Iron Shipping Incorporated ,Turkey,Iron Shipping Incorporated ,Iron Shipping Incorporated ,Turkey,Aliaga,Turkey,2017-02-01 00:00:00,,
Artova,8618059,General Cargo,3230,1987,Panama,,,Iskomarine Shipping & Trading,Turkey,Gemiciler Denizcilik Nakliyat,Ant Shipping Corp,Panama,Aliaga,Turkey,2017-08-01 00:00:00,,
Karadeniz Powership Yurdanur Sultan,9133458,Floating Power Station,63515,1997,Liberia,,,Karadeniz Holding A.S. ,Turkey,KPS Karadeniz Powership Company Limited ,Karpowership Americas Company Limited ,Marshall Islands,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Karadeniz Powership Esra Sultan,9116967,Ore/Bulk/Oil Carrier,63515,1996,Liberia,,,Karadeniz Holding AS,Turkey,Karmarine Karadeniz Denizcilik,Karpowership Americas Co Ltd,Marshall Islands,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Karadeniz Powership Refakat Sultan,8119601,Tug/Supply Ship (O.R.S.V.),1636,1983,Liberia,,,Karadeniz Holding AS,Turkey,Karmarine Karadeniz Denizcilik,Karpowership Americas Co Ltd,Marshall Islands,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Ates Bey,8030178,Roll On Roll Off,2933,1983,Panama,,,Kucuk F & Zammit J ,Turkey,Suemaria Marine Incorporated ,Suemaria Marine Incorporated ,Turkey,Aliaga,Turkey,2017-02-01 00:00:00,,
Kumsal,7401368,General Cargo,1948,1974,Tanzania ,,,Lazer Shipping SA,Turkey,Lazer Shipping SA,Lazer Shipping SA,Marshall Islands,Aliaga,Turkey,2017-07-01 00:00:00,,
Aydemir Boztepe,7511905,Roll On Roll Off,4994,1978,Moldova,,,Luna Ro-Ro Tasimacilik Denizcilik Ic ve Dis Tic Limited Sti ,Turkey,Luna Ro-Ro Tasimacilik Denizcilik Ic ve Dis Tic Limited Sti ,Zigana Shipping Company Limited ,Turkey,Aliaga,Turkey,2017-03-01 00:00:00,,
Maria,8016835,Liquefied Petroleum Gas Carrier,2314,1982,Mongolia,,,Milenyum Denizcilik,Turkey,Milenyum Denizcilik,Unknown owners,Unknown,Alang,India,2017-03-01 00:00:00,,
Mustafa Kemal,8868056,General Cargo,1871,1986,Turkey,,,Mustafa Okan Ogullari,Turkey,Mustafa Okan Ogullari,Mustafa Okan Ogullari,Turkey,Aliaga,Turkey,2017-10-01 00:00:00,,
Oruc G,9163128,General Cargo ,4355,1997,Panama,,,Negmar Denizcilik Yatirim AS ,Turkey,Negmar Denizcilik Yatirim AS ,Oruc Shipping Investment S.A. ,Panama,Aliaga,Turkey,2017-04-01 00:00:00,,
North Star,7811410,General Cargo,1707,1979,Moldova,,,Northern Star Shipping Co,Turkey,Northern Star Shipping Co,Career Shipping Ltd,Cook Islands,Aliaga,Turkey,2017-07-01 00:00:00,,
Tennur,9175573,General Cargo,4028,1998,Panama,,,Safir Gemi Tasimacilik Sanayi,Turkey,Safir Gemi Tasimacilik Sanayi,Anka Shipping Inc,Marshall Islands,Aliaga,Turkey,2017-08-01 00:00:00,,
Luna,7436545,General Cargo ,2466,1974,Unknown,,,Sargem Denizcilik Gem Acenteligi Ticaret Limited Sirketi ,Turkey,Sargem Denizcilik Gem Acenteligi Ticaret Limited Sirketi ,Orange Shipping Corporation ,Panama,Aliaga,Turkey,2017-03-01 00:00:00,,
Idil-I,7939937,General Cargo,1240,1979,Turkey,,,Semup Denizcilik,Turkey,Semup Denizcilik,Semup Denizcilik,Turkey,Aliaga,Turkey,2017-09-01 00:00:00,,
Turk Gaz 1,8817992,Liquefied Petroleum Gas Carrier,3368,1989,Comoros,Panama,Turk Gaz,Shine Way Dayanikli Tuketim Mallari ve Ham Maddeleri Sanayi ve Ticaret Limited Sirketi ,Turkey,Shine Way Dayanikli Tuketim Mallari ve Ham Maddeleri Sanayi ve Ticaret Limited Sirketi ,Shine Way Dayanikli Tuketim Mallari ve Ham Maddeleri Sanayi ve Ticaret Limited Sirketi ,Turkey,Alang,India,2017-01-01 00:00:00,,
Tura,7945704,General Cargo ,2466,1981,Moldova,,,Target Shipping & Trading Corporation ,Turkey,Target Shipping & Trading Corporation ,Target Shipping & Trading Corporation ,Turkey,Aliaga,Turkey,2017-03-01 00:00:00,,
Gas Magic,8716215,Liquefied Petroleum Gas Carrier,19719,1989,Panama,,,Transal Denizcilik ve Ticaret AS ,Turkey,Galata Denizcilik Ticaret AS ,Audley Overseas Incorporated ,Panama,Alang,India,2017-04-01 00:00:00,,
Trans Atlantic,7420728,Tug/Supply Ship (O.R.S.V.),1221,1975,Turkey,,,Transjet Tasima ve Kiralana,Turkey,Transjet Tasima ve Kiralana,Transjet Tasima ve Kiralana,Turkey,Aliaga,Turkey,2017-10-01 00:00:00,,
Kaptan Ibrahim,5374638,General Cargo,644,1925,Turkey,,,Turkiye Denizcilik Isletmeleri,Turkey,TDI Izmir Isletmesi Mudurlugu,Kalkavan Z,Turkey,Aliaga,Turkey,2017-11-01 00:00:00,,
Lady,8912613,Crude Oil Tanker,52153,1991,St Kitts & Nevis,Panama,Iron Lady,Umde Gemi,Turkey,Unknown owners,Maximus Shipping Limited ,United Kingdom,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Sea Way,8010635,General Cargo,1763,1981,Panama,,,Yagmur Deniz Tasimaciligi,Turkey,Alpmar Shipping,Yagmur Deniz Tasimaciligi-PAN,Panama,Aliaga,Turkey,2017-07-01 00:00:00,,
Nimet,9127887,Container Ship,7790,1997,Panama,,,Yardimci Shipping Group,Turkey,Yardimci Shipping Group,Luca Shipping SA,Marshall Islands,Aliaga,Turkey,2017-12-01 00:00:00,,
Alors,8812784,Tanker,28256,1991,Panama,,Champion Star,Innovative Ukraine SC ,Ukraine,Rhine Shipping DMCC,Barford Industries Corp,Panama,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Vilga,7833119,General Cargo,2478,1980,St Vincent & The Grenadines,,,Marine Safety Management Ltd,Ukraine,Marine Safety Management Ltd,Milena Trading Ltd,Switzerland,Aliaga,Turkey,2017-06-01 00:00:00,,
Majesty,8711693,General Cargo With Container Capacity,3825,1989,Sierra Leone,,,MD Shipping Company LLC ,Ukraine,MD Shipping Company LLC ,Majesty Shipping Limited ,Belize,Jiangyin,China,2017-02-01 00:00:00,,
Piano,8881072,General Cargo ,2406,1965,Mongolia,,,Poseidon Shipping,Ukraine,Piano Shipping Company ,Piano Shipping Company ,Seychelles,Aliaga,Turkey,2017-02-01 00:00:00,,
Donbate,7806037,General Cargo ,2453,1979,Comoros,,,South River Shipping Company Limited ,Ukraine,South River Shipping Company Limited ,Monta L.L.C. ,United States of America,Aliaga,Turkey,2017-04-01 00:00:00,,
Alessandra I,8321644,Container Ship,10688,1984,Malta,,,Transyug Shipping Co Ltd,Ukraine,Transyug Shipping Co Ltd,Afina Navigation Ltd,Malta,Aliaga,Turkey,2017-08-01 00:00:00,,
Nadezhda,8720993,General Cargo With Container Capacity,4724,1986,Malta,,,Transyug Shipping Company Limited ,Ukraine,Transyug Shipping Company Limited ,Asmar Shipping Limited ,Malta,Aliaga,Turkey,2017-03-01 00:00:00,,
Aleksandr Arzhavkin,8805535,General Cargo With Container Capacity,2060,1988,Ukraine,,,Ukrainian Danube Shipping Company ,Ukraine,Ukrainian Danube Shipping Company ,Ukrainian Danube Shipping Company ,Ukraine,Aliaga,Turkey,2017-03-01 00:00:00,,
Rahma,6602678,Livestock,1473,1965,Tanzania,,,A. Bassam Ghazal & Mothana Qader Abdullah ,United Arab Emirates,A. Bassam Ghazal & Mothana Qader Abdullah ,A. Bassam Ghazal & Mothana Qader Abdullah ,United Arab Emirates,Alang,India,2017-04-01 00:00:00,,
Claud,8002030,Chemical Tanker,17560,1981,Panama,,Claudine,Akron Trade & Transport FZE ,United Arab Emirates,Akron Trade & Transport FZE ,Townson Services Company ,United Arab Emirates,Alang,India,2017-04-01 00:00:00,,
Xen,8217958,Product Tanker,29498,1984,Comoros,Panama,Xenia,Akron Trade & Transport FZE ,United Arab Emirates,Akron Trade & Transport FZE ,Singkor Trading Limited ,Liberia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Sheikha 2,8113774,Tanker,916,1981,Micronesia,Panama,,Al Khaleej Sea Transport Oil,United Arab Emirates,Al Khaleej Sea Transport Oil,Al Khaleej Sea Transport Oil,United Arab Emirates,Alang,India,2017-12-01 00:00:00,,
Hh. South,9145255,Fully Cellular Containership,7171,1998,St Kitts & Nevis,,,Arka Global Marine Services LLC,United Arab Emirates,Unknown owners,Niletta Marine Incorporated ,St Kitts & Nevis,Alang,India,2017-01-01 00:00:00,,
Noa,7913153,Livestock,5347,1979,Comoros,,,Arwad Trading FZE ,United Arab Emirates,Arwad Trading FZE ,Btou S.A. ,United States of America,Aliaga,Turkey,2017-02-01 00:00:00,,
Albatool,7723936,Tanker,2361,1978,Panama,,Emirates Peace,Emirates Shipping Co Ltd,United Arab Emirates,Emirates Falcon Marine Service,Emirates Falcon Marine Service,Panama,Alang,India,2017-08-01 00:00:00,,
Ayna,8210429,Supply Ship (O.R.S.V.),742,1982,Turkmenistan,,,GAC Marine LLC,United Arab Emirates,GAC Marine LLC,Trip Shipping International SA,Panama,Baku,Azerbaijan,2017-10-01 00:00:00,,
Russ,8715895,Liquefied Petroleum Gas Carrier,11272,1989,Panama,,,Greenline Consulting Services ,United Arab Emirates,Greenline Ship Management DMCC ,Russel Marine S.A. ,Panama,Alang,India,2017-06-01 00:00:00,,
Megah Cement,8325028,Bulk Cement Carrier,6774,1984,Tanzania,,,Gulf of Aden Shipping LLC ,United Arab Emirates,Gulf of Aden Shipping LLC ,Silver Isle Shipping & Trading Incorporated ,Panama,Alang,India,2017-01-01 00:00:00,,
Al Ain,9044281,Bulk Carrier,25197,1994,Liberia,,,IPC Marine Services LLC ,United Arab Emirates,IPC Marine Services LLC ,Interbulk International Shipping Limited ,Liberia,Gadani,Pakistan,2017-01-01 00:00:00,,
Smart Hassan,8419013,Product Tanker,25429,1985,Palau,,,Joud Energy Company ,United Arab Emirates,Joud Energy Company ,Hibatallah Petroleum Incorporated ,Palau,Alang,India,2017-01-01 00:00:00,,
Al Wafi,8112251,Tug,651,1983,United Arab Emirates,,,Mubarak Marine LLC,United Arab Emirates,Mubarak Marine LLC,Mubarak Marine LLC,United Arab Emirates,Gadani,Pakistan,2017-12-01 00:00:00,,
Dubai Moon,7305538,Tug/Supply Ship (O.R.S.V.),753,1973,United Arab Emirates,,,Mubarak Marine LLC,United Arab Emirates,Mubarak Marine LLC,Mubarak Marine LLC,United Arab Emirates,Gadani,Pakistan,2017-12-01 00:00:00,,
Golden Virginia,8013168,Asphalt Tanker,1746,1981,Tanzania,,,Royalty Petroleum Shipping International Incorporated ,United Arab Emirates,Royalty Petroleum Shipping International Incorporated ,Royalty Petroleum Shipping International Incorporated ,United Arab Emirates,Alang,India,2017-02-01 00:00:00,,
Silver Sky,8519722,Vehicle Carrier,39043,1989,Panama,,,Sallaum Lines DMCC ,United Arab Emirates,Sallaum Lines DMCC ,Silver Sky Shipping S.A. ,Lebanon,Aliaga,Turkey,2017-06-01 00:00:00,,
Inchon,8224535,Landing Craft,1321,1983,Togo,,,Sea Link Shipping LLC,United Arab Emirates,Sea Link Shipping LLC,Sky Surf Resources Corp,Panama,Gadani,Pakistan,2017-10-01 00:00:00,,
Spirit,9077331,Tanker,52875,1995,Comoros,Panama,M Spirit,Sea Power Management DMCC,United Arab Emirates,Umde Ship Management Ltd Sti,Aither Navigation SA,Marshall Islands,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Ruby,9106778,Fully Cellular Containership,18619,1995,Singapore,,,Simatech Shipping & Forwarding L.L.C. ,United Arab Emirates,Simatech Shipping & Forwarding L.L.C. ,Simatech Shipping Private Limited ,Singapore,Alang,India,2017-03-01 00:00:00,,
Sobat,8906767,General Cargo,5234,1989,Tanzania,,,Sontech Enterprises Limited ,United Arab Emirates,Sontech Enterprises Limited ,Sontech Enterprises Limited ,United Arab Emirates,Gadani,Pakistan,2017-03-01 00:00:00,,
Star Global,7319242,Supply Ship (O.R.S.V.),1203,1973,Palau,,,Star Petroleum Co FZC,United Arab Emirates,Star Petroleum Co FZC,Star Global Energy FZE,United Arab Emirates,Alang,India,2017-10-01 00:00:00,,
Al Rabee 1,7128473,General Cargo,1515,1971,Tanzania ,,,Triple M Ship Management,United Arab Emirates,Ghazal GA,Ghazal GA,United Arab Emirates,Alang,India,2017-11-01 00:00:00,,
Deira,9149768,Container Ship,48154,1998,Liberia,,,United Arab Shipping Co Ltd,United Arab Emirates,United Arab Shipping Co Ltd,United Arab Shipping Co Ltd,United Arab Emirates,Xinhui,China,2017-09-01 00:00:00,,
Sakaka,9152258,Container Ship,48154,1998,Liberia,,,United Arab Shipping Co Ltd,United Arab Emirates,United Arab Shipping Co Ltd,United Arab Shipping Co Ltd,United Arab Emirates,Xinhui,China,2017-09-01 00:00:00,,
Najran,9149744,Container Ship,48154,1998,Liberia,,,United Arab Shipping Co Ltd,United Arab Emirates,United Arab Shipping Co Ltd,United Arab Shipping Co Ltd,United Arab Emirates,Aliaga,Turkey,2017-09-01 00:00:00,,
Sudair,9149770,Container Ship,48154,1998,Liberia,,,United Arab Shipping Co Ltd,United Arab Emirates,United Arab Shipping Co Ltd,United Arab Shipping Co Ltd,United Arab Emirates,Aliaga,Turkey,2017-11-01 00:00:00,,
Asir,9154531,Container Ship,48154,1998,Liberia,,,United Arab Shipping Co Ltd,United Arab Emirates,United Arab Shipping Co Ltd,United Arab Shipping Co Ltd,United Arab Emirates,Aliaga,Turkey,2017-12-01 00:00:00,,
Nabil J,7125225,General Cargo With Container Capacity,1773,1971,Sierra Leone,,,Anglian Ship Management Company Limited ,United Kingdom,Anglian Ship Management Company Limited ,Dani Maritime Company Limited ,Marshall Islands,Aliaga,Turkey,2017-06-01 00:00:00,,
Boma,9204489,Container Ship,16802,1999,Palau,Marshall Islands,Bomar Rissen,Borealis Maritime Ltd,United Kingdom,Simatech Shipping & Forwarding,Bomar Eight LLC,Marshall Islands,Alang,India,2017-07-01 00:00:00,,
Duke,8200838,Research,2031,1983,Bahamas,,,Gardline Shipping Ltd,United Kingdom,Gardline Marine Sciences Ltd,Gardline CGGV Pte Ltd,Singapore,Jiangyin,China,2017-12-01 00:00:00,,
Chenan,9007374,General Cargo With Container Capacity,18391,1992,Hong Kong,,,John Swire & Sons Limited ,United Kingdom,The China Navigation Company Limited (CNC) ,The China Navigation Company Limited (CNC) ,Hong Kong,Alang,India,2017-03-01 00:00:00,,
